id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,gender,accent
15,3549.9673,2190.277,3634.2688,1411.6982,5349.0146,3937.3167,0.08345898,1.8597311,2.1067255,0.015103446,1775.4836,3549.9673,28.58163,152.68591,3995.538,0.020921564,7.556659e-06,166.6091,166.6091,6342.3867,nan,nan
16,3494.1326,1818.609,3636.603,2042.7493,4528.7144,2485.9653,0.22105733,1.8204346,2.4971483,0.01702758,1747.5663,3494.1326,40.4625,154.34258,3993.3953,0.022722054,0.00020872145,155.71266,155.71245,6220.4043,nan,nan
17,3896.8704,2737.1133,2286.768,1454.7572,6997.3916,5542.6343,0.17864569,0.65835655,2.4595647,0.0068285614,1948.9352,3896.8704,20.590954,153.22557,3992.9634,0.057232417,3.2204534e-05,124.71758,124.71755,7038.0273,female,us
18,2749.0706,1526.1832,2482.6782,1382.7379,4077.9856,2695.2478,-0.1231436,0.2052341,2.1402137,0.009356702,1375.0353,2749.0706,33.03064,152.9522,3996.042,0.040234696,1.14756695e-07,94.492035,94.492035,5262.0303,male,nan
19,2687.4343,1634.7871,2216.7346,1153.5579,4409.8896,3256.3318,-0.15463358,0.34913215,2.1399384,0.013563351,1344.2172,2687.4343,34.00013,152.52785,3995.969,0.02115684,2.3546254e-05,51.08478,51.08476,5394.1646,male,nan
20,2807.3958,1640.6205,2434.3699,1410.5061,4392.11,2981.6038,-0.3097823,0.5242957,2.0876348,0.050972614,1404.1979,2807.3958,31.799356,152.80191,3994.9756,0.03580633,6.213739e-07,122.87537,122.87537,5617.7227,male,nan
21,2434.4421,1433.9569,1887.6453,1275.2084,3693.5557,2418.3474,-0.27324548,0.23601656,2.0848444,0.009249036,1217.7211,2434.4421,31.323517,152.77432,3995.6633,0.06437463,4.170119e-05,140.29124,140.2912,4863.189,male,nan
22,2611.4841,1660.6772,1966.4963,1165.4445,4273.6255,3108.181,-0.2677806,0.41711092,1.975249,0.012789174,1306.2421,2611.4841,33.12922,152.65526,3995.5696,0.06969351,5.3095086e-05,150.22655,150.2265,5171.875,male,nan
23,2833.0518,1689.2346,2989.7244,1122.2109,4406.402,3284.1912,-0.15245771,0.20073898,2.0023224,0.009967568,1417.0259,2833.0518,28.061195,152.53627,3995.2288,0.019429501,1.7996677e-05,39.198223,39.198204,5443.196,male,nan
24,2197.8733,1453.9325,1781.67,924.4381,3372.3428,2447.9045,0.24019453,1.6752994,0.9914529,0.033732537,1099.4366,2197.8733,10.996076,152.44318,3995.972,0.03654073,0.00033622235,98.69367,98.69334,3760.142,female,indian
25,2824.9246,2221.3906,2427.9705,913.513,4410.6514,3497.1387,-0.16887991,0.26315066,1.7382518,0.008827054,1412.9623,2824.9246,21.1082,152.4566,3993.4568,0.05392641,5.1591536e-07,116.516815,116.516815,5202.3613,nan,nan
26,5247.794,2484.9563,6952.215,2446.121,7451.3535,5005.2324,-0.5705622,2.3375823,5.0738616,0.10249417,2624.397,5247.794,56.489708,152.36757,3995.726,0.011295146,3.063378e-05,36.29185,36.29182,10341.797,nan,nan
27,4758.218,2481.6123,4741.6885,2244.3699,7372.3794,5128.01,-0.46544272,1.5059869,4.4760394,0.078330465,2379.609,4758.218,47.80302,153.4439,3995.7947,0.01411032,1.1029742e-05,66.57795,66.57794,9200.941,nan,nan
28,4721.4126,2021.6655,5640.384,3298.248,6293.466,2995.218,-0.8092871,4.2603106,5.7696476,0.07666684,2361.2063,4721.4126,60.099632,152.4664,3995.8623,0.02029641,1.7850563e-05,87.48275,87.482735,8964.518,nan,nan
29,3013.3313,2109.0723,2522.9197,985.9269,5356.5347,4370.608,-0.27890712,0.69005805,3.2136147,0.0211905,1507.1656,3013.3313,32.84713,152.58815,3995.6333,0.07042101,2.0414664e-05,168.81233,168.81232,5120.8066,nan,nan
30,2916.9207,1828.6885,2450.169,1147.598,4722.646,3575.048,-0.20399562,0.025994742,2.3585978,0.009059207,1458.9603,2916.9207,28.117027,152.48366,3995.8816,0.09241442,6.4631256e-10,139.2999,139.2999,4661.9478,nan,nan
31,3076.678,1856.1104,2942.388,1299.2052,4771.752,3472.5466,-0.24050741,0.17608303,3.3269572,0.016862325,1538.839,3076.678,35.917175,152.40706,3995.5908,0.07854184,4.4400012e-06,193.83287,193.83287,5273.4375,nan,nan
32,2814.6226,2037.0922,1689.1376,1019.91766,4935.893,3915.9756,-0.27480295,0.06658703,2.8883548,0.017819643,1407.8113,2814.6226,33.41375,153.3003,3995.244,0.092259735,3.4816118e-08,157.0961,157.0961,4984.5493,nan,nan
33,3150.4167,1922.358,3217.7432,1109.8591,4992.506,3882.6467,-0.24754147,0.21774974,2.8324018,0.014906805,1575.7084,3150.4167,32.719017,152.66418,3995.4578,0.079455756,1.1729242e-05,138.5007,138.50069,5034.2373,nan,nan
34,3704.9717,2147.1152,3856.9087,1395.5122,6020.327,4624.8154,-0.41992015,1.1073315,3.9903808,0.035369985,1852.9858,3704.9717,45.24285,152.54024,3995.3506,0.06160026,4.502181e-05,121.13886,121.13882,6861.4604,nan,nan
35,2679.631,1814.12,1720.7158,1050.462,4534.596,3484.1343,-0.19865206,0.2582356,2.6846056,0.011417843,1340.3156,2679.631,32.345276,152.35005,3995.477,0.08873191,2.9551948e-05,154.77081,154.77078,4361.617,nan,nan
36,3600.7852,2257.126,3429.4976,1327.2551,6075.638,4748.383,-0.30278066,0.48498505,4.150354,0.037312616,1800.8926,3600.7852,43.07862,152.44522,3995.0217,0.07291562,8.963106e-06,106.02827,106.02826,6725.606,nan,nan
37,3877.8523,2007.5465,4763.1094,1571.3064,5726.0537,4154.7476,-0.5367485,1.3738439,4.554218,0.030809736,1939.4261,3877.8523,49.401264,152.58197,3994.7385,0.05200296,1.2628747e-05,107.200455,107.20044,6604.033,nan,nan
38,2576.6855,1621.3921,2224.2966,1116.9796,4128.518,3011.5383,-0.17152767,0.63095635,1.0428591,0.005484678,1288.8428,2576.6855,11.130394,152.38,3993.2131,0.05142933,2.8246423e-05,204.17929,204.17926,5624.392,male,canada
39,1827.7086,1116.6461,1521.696,1266.6869,1957.1724,690.4855,-0.17367108,1.332881,0.7503667,0.030128827,914.3543,1827.7086,2.9239004,153.55302,3990.98,0.019431958,2.7343995e-06,47.15436,47.154358,3791.861,male,nan
40,1863.0604,1597.3665,991.47455,646.5484,3103.7307,2457.1824,-0.12337738,0.22619417,1.3532593,0.005605807,932.0302,1863.0604,18.71424,152.9854,3995.566,0.09017506,1.0693363e-07,221.79128,221.79128,3354.6934,nan,nan
41,2894.5547,2174.7166,1805.2596,1227.6897,4630.0054,3402.316,-0.15396169,0.45541048,1.4025525,0.021031683,1447.7773,2894.5547,14.737398,153.14897,3996.006,0.11292041,4.443019e-06,186.01846,186.01846,5841.318,nan,nan
42,2389.1987,1824.2886,1212.5488,806.6683,4232.244,3425.576,-0.077299595,0.092440315,1.3526199,0.0047216797,1195.0994,2389.1987,11.730823,158.01375,3995.1067,0.013829524,0.00038984022,30.760952,30.760563,4239.4966,nan,nan
43,4218.384,2298.5596,4329.902,2292.3674,5036.367,2743.9998,0.27539793,3.3443527,3.7788632,0.01357,2109.692,4218.384,45.504757,153.94536,3995.1504,0.029536989,6.760264e-05,175.7773,175.77724,8345.371,nan,nan
44,2104.4954,1511.5636,1798.9856,1001.0484,2259.421,1258.3724,-0.14675063,0.4394644,1.5035768,0.0034843527,1052.7477,2104.4954,17.849987,152.83524,3993.985,0.06351887,0.00018545213,145.83112,145.83093,3587.1304,nan,nan
45,1785.2534,1380.743,1155.5475,839.6427,2169.788,1330.1454,-0.14944348,0.12143382,1.3469688,0.003285683,893.1267,1785.2534,15.580679,152.36513,3994.6155,0.09060295,0.00030384408,246.46692,246.46661,3144.4868,nan,nan
46,2172.388,1452.3073,1588.5962,930.6953,3388.4817,2457.7864,-0.10427346,0.009938264,0.86161876,0.0019441899,1086.694,2172.388,10.57722,152.4591,3977.4807,0.09989136,1.4310747e-05,118.99903,118.999016,4776.4497,male,canada
47,2088.1238,1388.3994,1474.9385,961.131,3209.0117,2247.8806,-0.09613786,0.2545529,0.81181884,0.002216486,1044.5619,2088.1238,9.913664,155.10307,3992.8513,0.09050906,7.0982887e-06,99.34069,99.34068,4633.9287,male,canada
48,2257.0413,1372.101,1699.7552,1084.2826,3415.8923,2331.6099,-0.020682225,0.0747299,0.85330254,0.0029823917,1129.0206,2257.0413,11.702073,153.25008,3988.9888,0.08886743,0.00023918782,123.30402,123.30379,4670.2183,male,canada
49,2428.065,1431.8115,2325.9602,1132.957,3488.9243,2355.9673,-0.16372658,0.27666664,0.8779032,0.002467178,1214.5325,2428.065,10.552891,153.58165,3991.0544,0.08769688,0.0003431539,171.56732,171.56699,5425.7144,male,canada
50,2152.2979,1463.9252,1542.3315,1016.3112,3162.6304,2146.319,-0.03437006,0.10322411,0.983764,0.0021195642,1076.6489,2152.2979,12.232253,152.72398,3993.2917,0.08681089,0.00090945367,130.32349,130.32257,4505.6763,male,canada
51,2145.4858,1398.5449,1548.4116,1010.13684,3200.734,2190.5972,-0.077699184,0.037477814,0.6509946,0.0017165014,1073.2429,2145.4858,6.788114,154.22212,3975.641,0.0742853,1.2697638e-05,116.03784,116.03783,4778.8384,male,canada
52,3091.3525,1993.6237,3789.6587,956.40216,4615.245,3658.8433,-0.08859799,0.50113714,2.0588808,0.006478012,1546.1763,3091.3525,24.176744,156.68451,3989.2053,0.06045286,1.648047e-05,126.252594,126.25258,6774.7363,male,canada
53,2535.3958,1629.7965,2290.9736,1112.5834,3769.6887,2657.1052,-0.099907085,0.14622732,0.8908373,0.0030605367,1268.1979,2535.3958,10.872288,153.478,3964.1335,0.070206314,6.4631256e-10,131.5355,131.5355,5845.2617,male,canada
54,2331.7917,1408.7521,2105.5942,1151.1367,3293.8096,2142.6729,-0.11571808,0.31396842,0.78702,0.0029226071,1166.3959,2331.7917,7.934257,155.32022,3992.5554,0.07717625,7.710384e-06,118.86351,118.8635,5394.5635,male,canada
55,2590.56,1583.4044,2390.1538,1125.0399,3868.4343,2743.3943,-0.069462515,0.26733586,1.1698846,0.003099845,1295.78,2590.56,13.846309,153.62868,3991.6958,0.08744885,3.7009481e-06,123.132706,123.132706,5718.704,male,canada
56,3275.0273,1930.1841,4207.228,1108.7086,4781.4854,3672.7769,-0.07805427,0.32085606,2.2732759,0.0058501,1638.0137,3275.0273,29.792105,152.42957,3994.4387,0.06152613,4.802719e-06,103.97408,103.974075,6767.8296,male,canada
57,2930.8286,1740.3704,2316.0303,1857.6061,3093.06,1235.4541,-0.06991116,0.10940792,1.3572634,0.002476949,1465.9143,2930.8286,18.502014,152.91158,3994.9573,0.064832464,0.0004814528,91.736534,91.73605,5558.0356,nan,nan
58,2788.2163,1822.524,2221.5442,1420.3629,3404.3965,1984.0336,-0.08922221,0.3707276,1.299085,0.010005873,1394.6082,2788.2163,10.577546,153.07257,3992.2358,0.022707874,3.329532e-05,41.566437,41.566402,5630.02,nan,nan
59,2507.1677,1974.0779,1674.2338,1043.7631,3256.8064,2213.0435,-0.18929519,0.3582553,1.460909,0.0120575335,1254.0839,2507.1677,12.109464,152.3758,3994.2634,0.023345755,3.611888e-05,61.48071,61.480675,4889.2383,nan,nan
60,2360.648,1163.5212,2574.3242,1312.6245,3068.1074,1755.4829,-0.37730423,0.7074114,0.8353993,0.010123702,1180.824,2360.648,6.679728,152.37407,3991.4321,0.017029412,7.586621e-05,61.579117,61.57904,5378.7295,nan,nan
61,2090.3093,1339.42,1776.4696,1197.8717,2465.3696,1267.498,-0.12521796,0.32024068,1.3030739,0.03148297,1045.6547,2090.3093,10.981818,152.74207,3984.9502,0.08367005,1.7920922e-06,100.76822,100.76822,4059.8145,nan,nan
62,3070.931,1733.8345,3315.9766,1362.8995,4147.7256,2784.826,-0.09821949,0.8453366,1.3259051,0.0077121775,1535.9655,3070.931,14.018854,152.5058,3992.6296,0.0778105,0.00027144369,205.71535,205.71507,6626.64,male,us
63,2968.9382,2242.202,2021.1968,1371.957,3923.5222,2551.5652,-0.17433849,0.21467528,2.9791222,0.024540657,1484.9691,2968.9382,28.036587,152.82074,3995.8257,0.07564138,1.0228409e-06,96.98889,96.98889,5341.361,nan,nan
64,2258.435,1478.9432,2047.8756,996.7048,3157.3713,2160.6665,-0.1859309,0.7278099,0.92997664,0.006281035,1129.7175,2258.435,5.834316,152.46307,3989.6199,0.00847815,3.1486066e-05,29.937218,29.937185,4835.2124,male,us
65,2502.3425,1700.8762,1861.8013,957.0877,4193.68,3236.5923,-0.29675785,0.7151291,1.7612784,0.015672108,1251.6713,2502.3425,25.536894,152.37982,3995.8762,0.0562117,0.0004004041,157.12044,157.12004,4544.7124,nan,nan
66,3207.9333,2509.7358,1633.295,1160.0707,5104.4736,3944.4028,-0.2908275,0.62261915,2.1747322,0.038663182,1604.4667,3207.9333,30.482231,152.81812,3994.9067,0.05929822,1.7172393e-05,111.19101,111.190994,6367.6055,male,us
67,4720.6313,2983.1133,5076.6694,1498.6731,7700.46,6201.787,-0.5143871,2.348062,3.2311285,0.094183646,2360.8157,4720.6313,42.538864,152.36784,3993.3386,0.019586522,4.200952e-06,87.63028,87.63027,9184.607,male,us
68,4286.0366,2633.93,4627.0366,1519.0837,6510.1235,4991.0396,-0.080763176,0.1613613,2.627016,0.031023579,2143.5183,4286.0366,22.594278,152.76906,3992.47,0.006547504,2.8311742e-05,14.286657,14.286629,7613.114,nan,nan
69,3428.0632,2240.7996,4076.1023,811.23926,5372.569,4561.3296,-0.36583275,1.3791163,3.5947237,0.0337457,1714.5316,3428.0632,46.225555,152.35402,3995.8835,0.013099449,5.25796e-05,44.515656,44.515602,6630.959,nan,nan
70,2992.5105,1739.4031,2330.6997,1759.4161,3962.0857,2202.6697,0.13349447,0.89082575,2.0150666,0.0030988483,1496.7552,2992.5105,16.108513,152.71416,3993.1174,0.17963797,7.6143886e-07,285.16696,285.16696,6179.09,nan,nan
71,3066.713,1572.4503,2815.2903,1743.1987,3987.5442,2244.3455,0.0028379797,0.9232524,1.630538,0.003664488,1533.8564,3066.713,14.973134,152.3602,3996.0928,0.17786704,0.00011993429,246.13795,246.13783,6431.488,nan,nan
72,3798.692,2003.0895,3279.1938,2351.4814,4950.0703,2598.5889,-0.07334129,0.4118975,2.141584,0.003701703,1899.846,3798.692,11.916048,152.44197,3995.551,0.1722365,0.0012239747,294.06146,294.06024,7574.5737,nan,nan
73,3090.487,1788.5167,2542.9573,1669.8077,4236.0654,2566.2576,-0.09678926,0.9213656,1.557208,0.003010145,1545.7435,3090.487,11.060063,152.3638,3994.002,0.1754067,0.0016015671,232.41365,232.41205,6301.805,nan,nan
74,4146.4707,1636.2445,4153.9854,2911.7734,5067.7314,2155.958,-0.14227624,1.0186217,2.427781,0.0044946545,2073.7354,4146.4707,20.583973,152.98003,3994.6914,0.14428574,0.0003218307,267.04126,267.04092,8496.176,nan,nan
75,3665.589,1780.29,3412.8582,2288.4292,4660.674,2372.2444,-0.112757765,0.469731,2.0249736,0.0023353347,1833.2946,3665.589,18.143381,152.72974,3991.207,0.21077149,0.0010103686,303.63235,303.63135,7673.6006,nan,nan
76,4046.8467,2054.996,4104.45,2292.793,4987.2334,2694.4404,-0.19665952,0.6813592,2.5366244,0.0028480208,2023.9233,4046.8467,21.571802,152.47975,3995.8176,0.12657557,1.8233533e-05,219.49362,219.4936,8103.869,nan,nan
77,4056.2388,2311.9443,3656.576,2147.899,5019.3813,2871.4824,-0.09291738,0.4282762,2.1635916,0.002839981,2028.6194,4056.2388,14.318528,153.13132,3993.1233,0.1330976,4.056131e-06,282.06467,282.06467,7866.4546,nan,nan
78,4128.407,1963.6818,3962.2273,2685.4878,4999.377,2313.889,-0.120794535,0.46613178,2.4511485,0.00531524,2064.7036,4128.407,21.362497,152.3887,3994.8887,0.14231145,9.114617e-06,235.07466,235.07465,8408.704,nan,nan
79,4273.4995,1837.9985,4079.1445,3128.8008,5218.857,2090.0562,-0.118991636,0.4379899,2.776462,0.0047725327,2137.2498,4273.4995,22.055174,152.39182,3995.0715,0.15469411,0.00027069004,229.05005,229.04977,8635.091,nan,nan
80,3983.8896,2165.4863,3538.3086,2386.1084,4945.6934,2559.5852,-0.09052993,0.55894536,2.235602,0.0040161456,1992.4448,3983.8896,16.449488,152.58018,3994.5952,0.11979127,9.414249e-05,261.4387,261.4386,7831.8154,nan,nan
81,4062.0488,2190.9897,3888.578,2283.892,5297.082,3013.1897,-0.12125478,0.793928,2.4950264,0.0036184273,2031.5244,4062.0488,18.648523,152.68831,3993.1038,0.11227428,0.0007490453,260.14114,260.14038,7764.5254,nan,nan
82,1005.0543,402.55197,1005.328,726.4802,1190.307,463.82675,-0.14794748,0.33879682,1.1453809,0.0013750541,503.02716,1005.0543,14.643877,153.0834,3897.6702,0.099758625,0.0005896189,253.90685,253.90625,1637.2502,nan,nan
83,3096.8328,2080.7075,2093.778,1307.3142,5126.0293,3818.715,-0.25958598,0.025098383,1.3688595,0.012631947,1548.9164,3096.8328,15.727128,152.35687,3995.6953,0.029562747,1.065559e-05,72.66655,72.66654,6232.978,nan,nan
84,2229.644,1208.9684,2010.9749,1090.4678,3361.6843,2271.2166,-0.018513102,0.14942591,1.0180881,0.0022284875,1115.322,2229.644,19.49217,152.36684,3991.5752,0.21340019,0.00086849794,323.42902,323.42816,4397.0376,male,nan
85,1946.6454,1092.8077,1609.5015,1129.9459,2491.0315,1361.0857,0.026403278,0.45259118,1.2789818,0.0039739935,973.8227,1946.6454,20.8469,153.8473,3992.917,0.13762225,9.524616e-05,266.03152,266.03143,3242.0076,nan,nan
86,3254.6628,2107.9673,3297.0547,1197.5995,5080.6206,3883.0212,-0.15240385,0.2836449,2.3834522,0.0103110885,1627.8314,3254.6628,22.359653,152.68526,3995.8174,0.053793952,2.892435e-06,107.333664,107.333664,6007.921,nan,nan
87,3864.088,2223.5186,4780.9766,1249.0173,5613.707,4364.69,-0.24317904,0.55585563,2.8592193,0.009206064,1932.544,3864.088,24.247135,152.37213,3993.0698,0.048719272,7.1841037e-06,116.82151,116.8215,6871.275,nan,nan
88,3781.745,1932.8867,4638.6704,1498.7407,5191.6567,3692.916,-0.1470294,0.6770798,2.9107342,0.007367987,1891.3726,3781.745,29.465042,152.34668,3996.07,0.028905591,0.00041550328,116.92191,116.9215,7037.255,nan,nan
89,2622.2627,2016.755,1414.7166,867.798,4953.746,4085.948,-0.25386015,0.47694287,2.0077667,0.0073463195,1311.6313,2622.2627,19.83273,152.67525,3995.5098,0.057679333,0.00013866147,96.77727,96.77713,4869.112,nan,nan
90,3417.3325,2172.8438,3506.8508,1130.095,5424.9424,4294.847,-0.18854365,0.6503207,2.7957458,0.008972766,1709.1663,3417.3325,23.961618,152.40756,3993.3054,0.054486953,4.6839687e-06,132.51099,132.51099,6249.442,nan,nan
91,3422.0352,2003.0259,3389.5415,1510.2175,4726.553,3216.3357,-0.022997543,0.24524193,2.3613477,0.03334697,1711.5176,3422.0352,21.097723,153.17012,3992.5652,0.022108799,8.904075e-05,66.087685,66.08759,6620.18,nan,nan
92,2109.0693,1600.7008,1772.0471,885.23444,2474.801,1589.5665,-0.09591637,0.27393168,1.2063332,0.00389927,1055.0347,2109.0693,5.9436183,153.02196,3996.0173,0.019601243,5.349071e-06,55.40963,55.409626,3839.1284,male,us
93,2824.4482,1600.5051,3686.9011,1018.9918,4048.82,3029.8281,-0.4097351,1.9309418,1.6649488,0.015316557,1412.7241,2824.4482,23.662245,152.36029,3994.3464,0.03116922,2.2564393e-05,191.39575,191.39574,5326.748,nan,nan
94,2878.1887,1477.7585,3451.534,1169.0453,4092.3105,2923.2654,-0.5524347,1.7277019,1.7314558,0.013290922,1439.5944,2878.1887,27.01461,152.52745,3988.2688,0.05502508,1.8264377e-07,162.19403,162.19403,5533.6567,nan,nan
95,2370.6907,1608.0356,1451.2228,837.72327,4030.5269,3192.8035,-0.41950354,1.0221956,1.6029861,0.011880653,1185.8453,2370.6907,23.642057,152.50307,3994.942,0.06617854,2.0318566e-05,177.43526,177.43524,4426.1113,nan,nan
96,4113.329,3185.2034,4340.2666,592.7829,7560.915,6968.132,-0.22573237,0.46998978,3.0257108,0.04053682,2057.1646,4113.329,29.476194,152.35753,3995.107,0.009265241,4.4528013e-05,21.89351,21.893467,7703.6753,male,indian
97,2459.1328,2334.8186,1243.6031,787.17523,3743.518,2956.3428,-0.021516275,0.031413574,1.4328951,0.012305942,1230.0664,2459.1328,16.218699,153.08995,3995.3293,0.0064105676,0.00036572063,15.1149,15.114534,4490.1733,male,indian
98,1944.5228,1657.8312,1073.9368,778.67676,2825.4287,2046.752,-0.08078914,-0.008900017,1.4579388,0.004216548,972.7614,1944.5228,14.937653,152.59236,3996.0776,0.054441717,0.00039121555,70.27165,70.27126,3408.937,nan,nan
99,2232.1584,1712.248,1460.0353,972.98553,3157.2437,2184.258,-0.17634816,0.40049142,1.3486553,0.007926929,1116.5792,2232.1584,16.724644,156.1842,3995.7974,0.07654712,3.403168e-06,183.98473,183.98473,4193.722,nan,nan
100,2699.5732,2150.953,1597.3188,1019.27325,3778.709,2759.4358,-0.19298427,0.10381271,2.3131144,0.026792318,1350.2866,2699.5732,35.79074,152.97873,3994.7422,0.0129295755,7.753186e-05,9.91686,9.916782,4876.2085,male,us
101,3618.2617,2237.341,3241.1558,1362.2701,5385.312,4023.0422,-0.20598607,0.17981085,3.4696414,0.042610113,1809.6309,3618.2617,49.778492,152.76056,3995.827,0.00927207,2.7587307e-06,11.328724,11.328721,6735.2515,male,us
102,3160.7905,2044.3563,2503.422,1294.0767,5144.961,3850.884,0.24162002,1.2539979,1.8994998,0.032763854,1580.8953,3160.7905,22.31393,153.324,3993.0327,0.030688472,1.5860753e-06,97.03185,97.03185,6183.7476,female,us
103,2118.5679,1641.4097,1431.5817,778.3969,3482.0146,2703.618,-0.03954239,-0.036871232,1.7097296,0.010749539,1059.7839,2118.5679,28.247976,152.52037,3995.8025,0.010473341,2.955712e-06,20.982685,20.982681,4221.3286,nan,nan
104,2861.1477,1782.6176,2866.0583,863.63983,4501.7974,3638.1572,-0.17233488,0.20676085,1.8856599,0.018858189,1431.0739,2861.1477,30.776606,153.62245,3951.026,0.0073797745,2.9428873e-05,25.991146,25.991117,6276.6787,nan,nan
105,2307.886,1653.9845,1867.1517,843.60675,3551.1206,2707.514,-0.07859999,0.02704972,1.8824835,0.012816706,1154.443,2307.886,32.535347,153.79814,3978.2893,0.007774101,2.6347512e-05,15.035649,15.035623,4487.366,nan,nan
106,1630.6304,1356.6418,922.4465,708.50104,1910.585,1202.084,-0.0697997,0.014003056,1.2872338,0.006269358,815.8152,1630.6304,20.29034,152.55595,3944.1213,0.012962477,1.7832304e-05,25.454166,25.45415,3097.4666,nan,nan
107,1846.9182,1226.5753,1560.5151,847.21936,2326.3413,1479.1221,-0.03582461,-0.018959463,1.5990607,0.005640369,923.9591,1846.9182,25.761625,152.97961,3937.1228,0.009795086,1.9125551e-05,20.760792,20.760773,3233.4736,nan,nan
108,2054.7056,1648.8129,1215.8574,744.1679,3526.442,2782.274,-0.08377485,-0.05609875,1.4408195,0.010662725,1027.8528,2054.7056,22.561018,154.36719,3982.8293,0.012113314,2.0827683e-05,37.26501,37.26499,4185.9287,nan,nan
109,1709.1797,1370.0884,991.1537,770.8507,2053.4333,1282.5828,-0.05332902,-0.05596056,1.4106764,0.0077995276,855.08984,1709.1797,21.712498,156.13515,3789.3262,0.013956368,4.0152117e-05,22.646774,22.646734,3191.3154,nan,nan
110,2704.0781,1868.4579,1813.6753,907.2343,4716.3135,3809.0793,-0.155923,0.14547572,1.9221821,0.016890952,1352.5391,2704.0781,32.455635,153.13405,3987.3994,0.013665603,1.7056353e-05,40.613056,40.61304,5935.853,nan,nan
