"meanfreq","sd","median","Q25","Q75","skew","sp.ent","sfm","meanfun"
1978.4576,1542.9481,1172.6759,771.8074,3420.2783,0.33434826,1.235002,0.0056234505,18.029104
2719.8662,2072.5974,1894.2123,1521.0428,2808.5554,0.03101477,0.76530635,0.002301328,2.923835
4160.937,2073.109,4676.028,1718.1914,6077.884,-0.1385046,1.7016397,0.0077767055,19.539856
3747.6978,1907.7993,3457.1409,1948.7427,5399.3447,0.11053516,2.1164393,0.003933309,22.225225
4228.4077,1833.5334,4770.2383,2246.3267,5459.3486,0.16512805,2.059528,0.004879885,19.307789
3983.3018,2759.8015,2920.584,1822.6068,5945.02,0.3406196,2.564558,0.0044347257,16.257845
2030.6992,1267.5028,1383.3851,968.8742,3194.8533,0.3216763,1.6052992,0.005033567,22.931143
2503.8496,1173.9819,3014.0593,1273.0621,3334.7988,0.17054956,2.0449326,0.004580503,37.133793
2073.2349,1419.1283,1394.2786,924.31537,3141.0525,0.0180091,1.9166769,0.0072511733,29.681606
1943.8057,1305.7751,1244.5542,895.462,3069.8374,0.31048104,1.6156161,0.0038600296,24.595682
2236.1248,1397.6572,1793.9402,1099.9827,3336.948,0.3230473,1.8205044,0.005101909,28.443464
2155.7656,1303.5697,1661.152,1039.5304,3239.5798,0.20809555,1.72043,0.006224319,27.723888
3528.766,2345.3748,2485.4695,1614.6111,5909.598,0.23727408,2.2943983,0.02286085,27.580435
3609.256,3311.2356,2274.2769,653.6531,7979.829,-0.2840421,6.6372886,0.16402912,36.077232
3106.174,3321.1118,1020.8513,613.378,7979.7812,-0.60491073,5.9106536,0.248975,30.256601
6066.3735,3186.2712,7980.0405,2928.8972,7981.53,-1.4634941,14.826834,0.27948138,66.05161
3602.7886,3612.1094,1330.0748,0,7980.0405,-0.7854227,7.7043424,0.3803579,37.033173
3639.472,3222.8306,1828.135,851.427,5937.798,0.030421931,2.0190997,0.011284423,11.770397
2590.569,2571.4365,1250.0752,806.0064,4319.9814,0.28478914,1.4431902,0.0050804256,10.386051
2839.7422,2781.9866,1361.2695,823.41187,4265.5864,0.005975598,1.5146488,0.009347804,12.573127
2472.6313,2481.4612,1157.2563,739.53577,3645.3992,-0.09901419,1.1307126,0.012071258,9.532617
2640.6917,2831.2607,1022.9464,664.6368,4629.701,0.20070434,1.3977035,0.006544078,9.073451
2595.247,2670.5898,1213.8595,850.13,3730.0225,-0.0054915594,1.5262103,0.008972192,10.828958
2257.423,2403.087,1109.7867,763.3834,2764.0693,0.13128695,1.1709977,0.0046313265,9.842576
2174.4817,2133.0947,1206.7177,749.2874,3125.3174,0.21571621,1.0498132,0.005180624,10.584509
3577.2312,3054.4148,1827.6284,993.7075,5974.9937,-0.007279408,1.8965855,0.011160956,12.698768
2269.7327,2676.9417,919.2883,591.5059,2754.1902,0.11794629,1.2810963,0.009196828,7.0702133
2368.8857,2461.2783,1163.4333,781.0586,3901.1387,0.056729775,1.094674,0.008068584,8.125985
2847.9385,2777.5168,1495.4297,789.52997,4256.439,-0.038580254,1.5906833,0.008104172,10.828485
2924.3223,2753.829,1308.6833,886.4531,4737.3906,-0.0065711588,1.614299,0.006117529,12.827789
2907.271,2867.04,1285.0898,881.2834,4669.4653,-0.04429453,1.6019971,0.0047877957,8.740957
2811.7412,2618.1987,1328.2131,873.08856,4806.1543,0.08650715,1.6811687,0.0067385095,12.847634
2180.2751,2557.495,1035.2603,680.62933,1994.8491,0.14307432,1.2115154,0.004294954,7.16978
2616.558,2657.1685,1263.6733,707.1835,4519.4766,0.033312853,1.3122307,0.0077929343,9.272366
2786.9182,2665.96,1386.9447,772.4334,4669.956,-0.045633607,1.3864474,0.011116449,12.064235
2216.0437,2228.0483,1116.1655,702.41986,3504.013,0.087192066,1.0330082,0.0052505666,10.458836
3121.9692,3055.9578,1298.6486,734.21277,5691.545,-0.0020927698,1.4653406,0.008620141,7.1441875
3331.5996,3106.952,1603.2476,685.2009,5760.231,0.14688984,1.5745577,0.012876827,8.493025
2247.246,1408.2786,1778.3379,1080.2235,3088.409,0.12208531,1.2885199,0.004195567,15.870956
2007.4335,1228.141,1708.3007,995.54803,3164.6545,0.22843707,1.1482823,0.006325788,16.742157
1966.6569,1520.7767,1426.4069,851.9317,2617.5576,0.2835455,1.0977732,0.0024718281,11.462878
1959.6879,1222.7451,1638.1603,938.7168,2695.0483,0.24290726,1.0777057,0.0035245586,14.801166
2158.5044,1261.7721,1823.9165,1141.4543,3063.191,0.1284068,1.4924848,0.00616216,19.343916
2157.2195,1325.7715,1622.7029,1085.2308,3474.1533,0.251536,1.2306267,0.0063347807,16.808681
1875.8077,1234.4688,1509.6484,957.08136,2875.378,0.13665584,1.0556445,0.0038613789,13.995721
2595.4358,1242.5885,2677.8062,1450.3866,3586.7754,0.09405874,1.4623108,0.00645915,19.531248
2182.5068,1414.3182,1823.3239,1046.0182,3041.4387,0.20750514,1.2316968,0.0047833826,15.330151
2367.2234,1479.4575,2012.1914,1282.434,3166.1567,0.19808514,1.3022457,0.0054598725,15.079693
2686.56,1421.9431,2948.8174,1510.6333,3643.524,0.16515827,1.4835069,0.008647243,18.613817
2070.5767,1311.5315,1674.1693,1006.8407,3110.9785,0.19858374,1.1197387,0.0039650146,15.284075
2021.6844,1329.278,1700.4203,901.7432,2837.7432,0.19264798,1.2221724,0.0029866698,17.745184
2226.2979,1418.3539,1824.5999,1031.3536,3150.6394,0.18486035,1.165721,0.0041257017,13.145485
2741.657,1310.2767,3018.2139,1449.4517,3702.2104,0.07790877,1.3730125,0.007475874,19.635447
2340.0227,1344.8666,2197.3853,1053.1011,3575.118,0.046317074,1.1687486,0.0071777455,18.119217
2144.6558,1387.4934,1784.197,1030.6785,3210.3315,0.060946733,1.2526287,0.0048922915,16.076052
2299.6658,1326.1389,2413.4016,1085.8372,3436.5916,0.15493235,1.0475798,0.007662661,15.2746
2197.5923,1423.5728,1851.0671,850.1499,3470.0527,0.02633755,1.1415228,0.005864906,15.114586
2058.317,1263.8295,1635.2773,981.3893,3391.36,0.22772828,1.1050081,0.005629101,16.953758
2022.6232,1443.439,1391.1593,962.69525,3320.3518,0.26744407,1.0716745,0.00502424,11.754469
1674.0029,1190.9243,1260.5394,795.2408,2379.8132,0.21325485,0.8791874,0.0028829998,10.673171
2346.3958,1368.0563,2223.6846,1094.855,3222.499,0.11576843,1.0805395,0.0051212064,15.168746
3325.5107,2589.791,2403.2126,974.85297,5525.629,0.06634053,1.5698826,0.0347786,16.836243
3342.656,1755.8387,3542.0256,1938.2319,4339.7446,-0.10704018,1.5578729,0.016866257,16.081005
3204.3403,1945.4027,2766.295,1428.2397,5105.313,-0.022512078,2.4562685,0.018542452,28.23157
2921.5344,1543.105,2629.688,1766.4247,3744.56,0.21111763,1.7250723,0.025365662,20.956003
3260.359,2221.0974,2467.0427,1941.062,3556.1885,0.096738674,1.6161842,0.011336578,13.087028
3481.1313,2312.3333,2855.9211,1270.7777,5277.6294,0.13707258,2.0726135,0.0288957,22.481386
4400.4287,3330.0051,3719.78,1637.8901,5109.986,0.12894247,1.5431573,0.003413419,6.963385
2656.4722,1512.3041,2664.059,1404.9119,3171.3857,-0.21225706,1.2609463,0.0058949017,11.071355
3561.1814,2350.2446,3370.1763,1438.8813,5047.1885,-0.036131926,3.5318456,0.088220835,19.756426
1221.3699,1271.4674,774.3977,593.3632,1082.4119,0.32087216,0.72584444,0.118262045,6.8189077
2269.0796,2072.7358,1052.808,694.99023,3929.1892,0.35075048,1.9183022,0.09779123,12.371852
1296.7347,1103.852,973.6709,632.8755,1645.0325,0.3911047,0.73638994,0.0034446933,6.0710783
1533.7311,921.3044,1209.5209,878.71484,1919.206,0.36687565,1.0654688,0.0026702269,12.595988
1142.6016,1114.0225,921.7529,567.7837,1379.6405,0.12489641,0.8741674,0.22525693,9.795198
1582.2129,1829.6279,784.53,624.18097,1708.276,0.1683244,1.4811251,0.15685125,11.727884
1446.1704,1573.1147,901.321,575.93304,1804.3322,0.20636563,0.9038476,0.11962227,6.362898
2453.3196,2176.7227,1598.2456,795.80396,2866.548,0.2675489,1.4681764,0.023458665,17.130325
1943.8513,1617.5798,1030.3535,684.65356,3215.9607,0.26710993,1.1428736,0.048193328,11.901789
1525.1921,1068.8431,1132.6146,802.57,1950.7583,0.31524998,1.0925716,0.0012837106,11.938297
2473.0327,2478.5059,1106.1648,685.9571,3679.7234,0.33866656,3.3461497,0.07324425,18.728586
1536.6671,1436.0702,1002.7281,675.505,2062.7244,0.112388924,1.0955395,0.14925379,13.344846
1432.4763,1341.1814,899.3143,683.0569,1841.5508,0.46159536,0.97876215,0.0906906,8.617033
1210.9082,1098.6012,880.7208,576.2162,1577.6481,0.3991914,1.080349,0.14512844,12.114827
1963.3256,2157.8254,790.0529,575.832,3171.4443,0.07585262,1.6333911,0.08325527,11.715484
1428.6195,1558.8829,794.4684,553.10876,1719.6074,0.34586394,1.2334299,0.13611041,10.188408
1205.2292,1320.9265,779.56946,597.0233,1273.8611,0.35351488,1.1411463,0.19096507,8.639067
1366.8074,1043.5961,893.4885,626.58777,1790.6616,0.44150504,0.9238423,0.0033311998,11.946497
1428.3436,1573.487,837.2119,627.7705,1489.9673,0.48883972,1.051116,0.078566596,9.103992
1791.6654,1281.6848,1362.1128,785.7816,2495.2585,0.46303406,1.0921813,0.0035177306,10.811028
1300.6259,1409.4032,803.55597,577.0393,1168.1598,0.27479148,1.147517,0.114150256,10.204901
2085.5398,1729.5927,1181.2214,817.7078,3165.335,0.20118156,1.5092193,0.011708398,14.467073
1437.5754,1690.1201,948.4168,513.0846,1649.1844,0.040439166,0.95547837,0.2398048,8.224666
1674.921,922.95435,1659.0625,875.7284,2341.9468,0.2876709,0.7479551,0.0040707244,7.971299
1448.2208,1064.6904,1027.0254,811.00464,1841.5372,0.23450546,0.9725351,0.0025722631,9.751612
2304.9768,1732.7993,1753.2717,976.58203,3253.5786,-0.14518681,1.434688,0.010413956,13.132394
1424.7985,1560.2893,800.13934,625.3203,1321.8029,0.24996725,0.67802733,0.012688929,6.5489106
2850.2515,2173.9436,1923.5118,1191.2428,3729.9229,0.16200362,1.8030521,0.0039034877,18.093367
3204.9966,2454.0928,2431.7417,1380.9935,4136.7817,0.18045811,2.3558476,0.0071939435,19.396345
1106.7015,1544.3866,658.3972,0,1324.2527,0.11081203,0.64679503,0.35991406,6.039796
1638.8868,936.3993,1357.7443,909.5682,2169.8953,0.032975245,1.1376258,0.0031684362,13.399811
1899.7268,1245.554,1460.1868,1122.8711,2364.8655,-0.071205154,1.3140085,0.006872067,15.2749405
1486.4772,783.95544,1305.3955,879.29047,1793.2539,0.07667108,1.1218796,0.002924891,16.85878
3059.6033,2929.7559,1231.9883,632.95215,6233.487,0.05575495,2.4110315,0.03882578,22.951288
5339.7896,2849.3225,6586.773,2251.761,7246.816,-0.40266553,4.2798066,0.087404855,45.85888
3235.0195,2969.9805,1327.836,629.12823,6372.589,-0.063852556,2.1016538,0.03499157,25.313314
3308.846,2899.0293,1657.9647,666.14105,6209.6865,-0.15184548,2.3930366,0.03132768,23.478199
4891.8833,3017.946,6219.0073,1113.3712,7488.3813,-0.21782307,6.787381,0.1143357,52.787598
3711.5234,2976.4333,2429.4126,1076.6017,6453.3813,0.09182994,2.4573057,0.028603869,24.024231
3676.0254,3162.2957,2158.7405,791.43713,6829.911,0.13530706,3.099544,0.031011153,19.462084
5870.6416,2407.1013,6936.2334,5483.5537,7322.8003,-0.17359443,6.691294,0.12249131,60.609463
4679.7305,2924.3337,6256.9443,1088.953,7034.951,-0.3444273,3.2425218,0.06960692,36.311543
3465.3782,3117.8562,1639.0557,562.18085,6794.258,0.052994926,3.0756836,0.04385235,25.180511
3842.9302,2928.171,3410.362,972.3986,6651.2666,0.006818676,2.9779856,0.04179442,25.420538
3896.9324,2711.3792,2661.839,1474.355,6044.34,0.0024412095,2.870998,0.0041994704,19.37158
3444.9536,2446.6494,1990.7046,1443.8657,5680.949,0.078400046,2.488382,0.003541975,21.955723
2523.677,1910.5858,2145.2603,859.9481,3914.092,0.15886195,1.0174111,0.010992128,6.9688435
3041.3484,1850.5739,3145.0386,1354.7097,4337.8906,-0.028152073,0.7446456,0.015358441,5.599059
2528.5928,1705.2242,2549.465,897.86395,3626.3599,0.029597763,0.88629645,0.014409519,7.683158
2989.1558,1942.7195,3354.248,1108.3203,4288.979,-0.14203222,0.9918741,0.01196797,7.461655
2556.9014,1640.7909,2215.5164,1174.1332,3740.0637,-0.0070177256,0.8267697,0.015722582,7.8053355
2632.221,1852.8066,2228.7043,955.33984,4202.4487,-0.09776206,0.87956667,0.016132519,6.584756
2266.3733,1534.8828,2100.343,843.57715,3177.4434,0.06944676,0.68471056,0.011108775,5.8827977
3079.5872,1923.3975,3324.047,1061.0789,4651.5957,-0.028214823,1.2539781,0.014754354,9.519643
2253.1377,1478.8138,2200.0803,824.5031,3246.3591,-0.149148,0.66200733,0.016329406,4.275125
2141.9011,1549.2144,1578.8866,823.1985,3347.803,0.0351269,1.001241,0.012727717,10.005745
2627.373,1644.8851,2216.2122,1374.997,3603.795,0.09573411,0.9259444,0.013080495,8.402981
2913.6968,1980.023,2706.4563,1054.5504,4706.436,-0.025839234,1.2483613,0.012100855,11.379469
2175.755,1721.3495,1154.3802,794.0045,3528.1204,0.11313224,0.8222794,0.0090831,9.073099
3550.7202,1819.528,3689.5264,1814.0282,4790.7593,-0.015928626,1.3453757,0.014969631,11.534799
2940.7434,1664.9492,2984.3774,1478.187,3909.5085,-0.22380865,0.738977,0.017441599,4.235997
3289.012,1689.7437,3074.9807,2095.4246,4043.676,-0.004472363,1.3555043,0.032814644,10.67428
3353.737,1950.3853,2718.671,1607.7594,4818.8115,0.20698747,1.6023622,0.005295112,13.281986
3288.4185,2130.2957,2196.0984,1512.7264,5357.668,0.3420183,1.8672148,0.004846232,16.353645
3511.957,1873.0013,3950.2754,1743.0493,5023.434,0.06810002,2.2454593,0.008160529,21.368626
3327.183,2253.077,2627.521,1049.7284,5754.354,-0.07898779,1.3005861,0.03070294,14.418712
1991.8013,2044.8536,905.1868,699.5706,2788.7788,0.36938128,0.9551158,0.017488569,10.667973
2884.6643,2505.1274,1273.3157,796.2559,5565.465,0.21315277,1.1966274,0.011999702,11.50597
3109.1008,2448.8572,1618.0579,1013.79407,5524.8135,0.15646787,1.633703,0.014158706,15.327348
3717.2576,2108.8691,2890.3638,2224.1062,4779.863,-0.06319093,1.0948426,0.010840551,5.857499
3491.1636,1657.8411,3227.3022,2544.3608,3830.504,-0.02588582,1.7321389,0.004769022,12.582942
3415.3445,1602.5272,3186.3833,2704.702,3659.53,0.30000746,1.5240555,0.0068087936,11.5534935
3946.4722,2006.5581,3585.7175,2195.5671,5365.14,0.12592492,2.1528046,0.006206915,11.257416
3179.7327,1733.4794,3007.692,1899.2632,3995.0676,0.07297833,1.1828157,0.004094687,8.34662
3281.2998,1661.5243,3272.739,2248.3455,3849.4863,0.05001561,1.2958782,0.004365913,8.752357
2556.2622,1955.8643,1981.4586,1372.4288,2552.819,0.078321286,1.6950727,0.021840174,9.187806
3107.84,1580.3531,2701.297,2046.778,3694.4788,-0.10437807,1.1739464,0.021092487,11.468823
3153.8523,1427.1318,2967.8445,2204.419,3610.1018,-0.060443044,0.87776697,0.011093031,6.3278055
2541.269,1448.7906,2154.7957,1464.1283,3114.729,0.050548095,1.4702259,0.003091609,15.431445
3058.2578,1716.6371,2743.5715,1739.0187,4125.8237,0.01488615,1.786905,0.005242016,16.867214
2584.456,2274.7808,1736.6447,977.3499,3284.3242,0.24934927,1.9380925,0.005056521,12.88956
2356.0146,2107.683,1404.2861,875.572,3320.114,0.42508382,1.6080518,0.0052378597,12.820817
3963.139,2506.7864,3136.6213,1487.3735,6514.0537,-0.12742469,2.6837986,0.028000528,28.551174
2995.1025,2073.0737,2051.8167,1268.1753,4903.1025,0.17233601,1.5137755,0.017606921,15.915092
3088.1536,1940.2349,2614.8071,1339.8013,4748.852,0.28099284,1.8547448,0.016775494,20.508768
2655.3862,2215.9353,1462.0073,1036.2545,4189.11,0.36343557,1.999008,0.024413606,22.257326
3467.0515,2496.4958,2721.9392,1342.9698,5589.233,0.21299127,2.7629366,0.051776648,28.520313
2543.6707,1836.2164,1554.7925,1066.9321,3964.2437,0.14450437,1.7439784,0.016551761,19.683073
3126.4612,1784.4152,3128.441,1588.418,4218.677,-0.27105296,1.4397444,0.02190023,8.383941
2994.8894,1719.5479,2676.1008,1492.2999,4130.5054,0.008975694,2.3892627,0.004068266,36.81087
2445.475,1703.9542,1785.9055,1065.99,3451.818,0.0788537,0.915705,0.01099122,6.8894787
2608.6323,1719.0212,2585.6428,1052.647,3686.3188,-0.19460496,1.2527196,0.015037006,8.800248
2351.7295,1856.5486,1479.6426,1119.8053,3003.8389,-0.033990245,1.3402928,0.010206182,8.931703
2235.2886,1455.0905,1606.3533,1187.365,3091.8164,-0.021380752,1.1430109,0.0068372227,12.02977
2721.9443,1838.3925,2183.5933,1143.1522,4000.1575,0.047656447,1.318565,0.014385585,11.552244
2193.0073,1528.5947,1450.2102,1185.1335,3070.2593,0.11737569,0.7994928,0.013583915,5.507614
3677.5977,2281.4849,3011.1235,1805.2677,5319.9453,0.20603833,2.7629118,0.017815962,24.417501
3744.5732,1996.307,3173.1985,2142.968,4869.0903,0.2249856,2.1178343,0.018031774,21.569405
2335.4888,1732.5896,1730.9379,1402.7931,2449.2244,0.12569256,1.3386602,0.011080424,12.949045
2288.9724,1235.619,2153.8792,1368.968,2813.8633,-0.3869373,0.97871363,0.016779402,6.327721
2734.9377,2236.6375,1749.8689,1301.2264,3501.7485,-0.08391832,1.6871437,0.008334371,11.4928055
3307.9138,2001.6665,2542.36,1573.0359,4719.8228,-0.07599419,1.4677565,0.013063429,14.382601
3533.4192,2407.151,2398.2056,1581.8682,5253.2505,0.1647,1.7710729,0.011778908,13.059579
3140.8928,1927.0837,2252.9773,1747.2781,4190.993,-0.02978093,1.3588057,0.0125708515,13.269514
2381.5889,1157.0187,2126.988,1558.4689,3154.9866,0.38911238,1.6343303,0.0044880514,30.621874
2282.858,1264.1095,1857.5258,1348.1715,3176.0037,0.18513514,1.6227471,0.0044782353,29.627035
2571.6248,1258.3269,2265.778,1686.5876,3165.515,0.27603087,1.9330087,0.005628849,34.688847
2801.1042,971.4085,2983.259,2046.4662,3379.1533,-0.059163295,2.3760593,0.007254459,47.176334
2636.7275,1002.3699,2501.432,2013.8235,3143.0103,0.32515603,1.9352032,0.004412838,36.78029
2613.2058,1063.9022,2499.4539,1868.5757,3270.0564,0.17142628,1.6759516,0.0036592013,34.262486
2626.9482,1173.5854,2756.0933,1593.4415,3357.4868,0.32917506,2.3203943,0.0052533606,41.71347
2442.9258,1045.1919,2403.88,1651.6471,3140.232,0.19156958,2.0665877,0.0048979237,38.56017
2629.9019,1046.4388,2904.217,1698.8324,3310.1387,0.22415587,1.922351,0.0058360975,39.046482
2443.601,1076.1404,2377.5366,1620.3864,3109.2322,0.26969472,1.7743331,0.0035851337,34.984184
2420.021,975.51086,2370.3223,1685.3796,3117.8203,0.2359355,1.7005794,0.0058563175,33.128426
2397.129,912.20886,2299.4075,1793.7386,2952.66,0.22878881,1.7643899,0.0036320467,34.915955
2587.889,1080.1667,2312.534,1763.2142,3377.0288,0.08181765,1.9594988,0.0051744618,39.014164
2407.9192,919.33185,2307.8997,1831.8287,2850.9028,0.342035,1.78039,0.0031412346,35.649708
2665.471,1057.0863,2580.894,1854.3418,3377.5366,0.28166077,2.1871555,0.006163906,41.058445
2523.8738,1045.4362,2579.133,1608.2168,3327.1619,0.282918,2.146827,0.0042471094,38.792904
2296.14,906.99097,2025.1257,1661.4242,2945.5444,0.24872923,1.5420426,0.0036304712,30.371521
2541.3088,1101.6466,2281.3818,1880.1587,3231.7258,0.14500418,2.0847602,0.007388965,39.210873
2518.2053,975.84485,2484.3406,1848.8853,3129.455,0.25888854,2.1500716,0.005223357,40.95354
2400.5186,978.22626,2203.0007,1701.5323,3060.9597,-0.0028683885,1.9698175,0.006234516,37.598305
2462.0066,883.3062,2428.9502,1798.3536,2979.2866,0.291018,1.8478999,0.0034650546,38.574257
2114.7017,1054.3423,1813.3214,1307.8232,2939.289,0.24760664,1.5477223,0.004011702,28.699713
2545.389,883.9112,2398.8633,1909.3873,3116.1128,0.26393357,1.989671,0.0049228575,39.594425
2255.592,1067.5187,2028.3318,1425.7284,3023.6946,0.1642891,1.6929405,0.0044428497,31.628538
2547.3523,1208.304,2503.194,1559.6665,3313.738,0.27269006,1.7034312,0.0046337633,33.864002
2357.0996,1149.0657,2104.1875,1567.8956,3208.3445,0.31960607,1.9958494,0.0045538563,36.922836
2459.5063,1106.4124,2448.7717,1480.3077,3301.8286,0.25987428,1.8036159,0.0062108114,35.418716
2747.9734,1048.4126,2702.4412,1922.2444,3422.0327,0.31107992,2.0078778,0.0064554038,38.356674
2990.5586,1003.797,3070.164,2314.498,3717.3374,0.10540869,2.2542984,0.021152427,43.270004
2907.279,829.75977,3065.5437,2160.746,3496.8137,0.36841697,2.1693323,0.008339592,48.101765
2927.6755,1128.6492,2947.6228,2101.4263,3350.849,0.40109545,2.3819587,0.0067982967,43.5952
2352.0574,1033.1416,2187.0544,1573.5092,3101.1184,0.23000905,1.8256239,0.0049336287,34.277046
2567.928,1025.4285,2594.812,1723.9324,3286.682,0.24610555,2.2985675,0.006903275,42.09471
2385.4954,1005.30426,2241.9116,1532.318,3164.7874,0.24856405,1.979229,0.005809404,36.479004
