"id","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","meandom","mindom","maxdom","dfrange","age","gender","accent"
12,8.50451204447662,8.59303647846832,8.75168688546886,7.6874291774368,9.37587144590861,4689.435,-0.043455694,-0.106407396780028,3.41614657939098,2.3923006763832,7.85127094611673,8.50451204447662,3.97018096400122,-3.38241247795334,-10.9949325874407,4.32507159715304,4.32507131204324,"nan","nan","nan"
13,7.78138211273927,8.39521277155479,7.54097409528209,7.31408394744803,8.9790931998397,1504.1372,0.2293413,-0.0601129152605685,3.20893974341054,2.04787476046648,7.16880460237034,7.78138211273927,3.19013308155997,-3.38634501613074,-23.35695615477,3.39357859496738,3.39357859496738,"teens","male","us"
14,8.51972298877878,8.69344751303967,8.75676107392652,7.48176249742726,9.46097760434502,6143.072,-0.3733059,1.1055612221413,3.37291051605693,2.79275603469488,7.86589116177348,8.51972298877878,3.97231383036413,-3.87187027481503,-12.8625718040859,3.03674498669311,3.0367449144008,"teens","male","us"
15,8.17469367115943,8.55454234660469,8.19816596588121,7.30094414139314,9.2446465864315,3937.3167,0.08345898,0.774603242823325,3.27797724920657,2.40980655877664,7.53662182514887,8.17469367115943,3.45257562244166,-3.47630147439467,-11.7930813966701,5.50257840537722,5.50257840537722,"nan","nan","nan"
16,8.15884044074664,8.48024057618315,8.19880803294654,7.6557453641028,9.16206508723359,2485.9653,0.22105733,0.756325996467188,3.30380831780592,2.43455932427664,7.52162453851134,8.15884044074664,3.77189849733398,-3.41970599415674,-8.47450997005376,5.37990542621533,5.3799030076994,"nan","nan","nan"
17,8.26792904843466,8.6547114534046,7.73489911891324,7.329590463251,9.39244453847591,5542.6343,0.17864569,-0.0321549227480381,3.30151243872669,2.23905309067017,7.6250755225558,8.26792904843466,3.16086333346665,-2.69959975193516,-10.3434033078729,4.99623156048627,4.99623115988261,"twenties","female","us"
18,7.91901816990167,8.4176343026169,7.81709720372057,7.28120526188938,9.11360759676267,2695.2478,-0.1231436,-0.663133918494116,3.2803819417655,2.30831921514118,7.29643720069094,7.91901816990167,3.58436968757754,-2.99104933564385,-15.9804516454811,4.55475548368272,4.55475548368272,"teens","male","nan"
19,7.89634222562547,8.44134554382741,7.7037950022585,7.10951820501598,9.14951650031082,3256.3318,-0.15463358,-0.416831233475566,3.28036233419004,2.38738687625065,7.27532272365396,7.89634222562547,3.61092142615157,-3.46872147518889,-10.6565438159716,3.71048353803475,3.71048305380912,"teens","male","nan"
20,7.94001257105294,8.44260336472773,7.79744734189406,7.30013926776281,9.14762525409469,2981.6038,-0.3097823,-0.181167383108725,3.27658843166308,2.65019494172116,7.31601507830038,7.94001257105294,3.54959888086207,-3.08333298780508,-14.2913328428007,4.97150956739425,4.97150956739425,"teens","male","nan"
21,7.79747289222225,8.39704766978621,7.54309075588421,7.20430422427124,9.07033730603307,2418.3474,-0.27324548,-0.605105974026838,3.27638432180484,2.30581093129838,7.18365908417249,7.79747289222225,3.53583074605936,-2.59864038991863,-10.0849808923964,5.19609223172447,5.19609173788582,"teens","male","nan"
22,7.86767395940291,8.4469160384499,7.58401379552806,7.1191861033351,9.13492968242373,3108.181,-0.2677806,-0.318676240871994,3.26813317757333,2.37504605277849,7.24867624815917,7.86767395940291,3.58710195621906,-2.52956712686546,-9.84342617637157,5.31596644811928,5.31596585834703,"teens","male","nan"
23,7.94910978416742,8.45302464982779,8.00293983300773,7.08356476150531,9.14914580026916,3284.1912,-0.15245771,-0.671896621630732,3.27021523861789,2.32197789469237,7.32450705237352,7.94910978416742,3.43595929090188,-3.5257576723681,-10.9253234282219,3.39694717321186,3.39694662436039,"teens","male","nan"
24,7.69524548999003,8.40154269278555,7.48531201839259,6.90217785402406,9.03268902873814,2447.9045,0.24019453,0.685769733999524,3.16092014515825,2.5711296315443,7.08960722552646,7.69524548999003,2.63877700461359,-3.06742743579912,-7.99773786091261,4.62128869055793,4.62128353984946,"teens","female","indian"
25,7.94623695295886,8.56051904386635,7.79481512084566,6.89113085584038,9.14959745441308,3497.1387,-0.16887991,-0.556606664890768,3.24851964678077,2.2956624413513,7.32182479609523,7.94623695295886,3.18255203158771,-2.75002270094998,-14.4773231159272,4.88423106524132,4.88423106524132,"nan","nan","nan"
26,8.56556307680472,8.60976440549437,8.84681703120861,7.83047370887379,9.42958461084326,5005.2324,-0.5705622,0.97364688394039,3.40941375965055,2.77885779411792,7.91000239820667,8.56556307680472,4.0858033227998,-3.84927611956096,-10.3934072363107,3.31082609149042,3.31082517921204,"nan","nan","nan"
27,8.46762850738372,8.60915455199769,8.4641506838364,7.74689274804676,9.42322179935481,5128.01,-0.46544272,0.596629066496695,3.39097900213392,2.73005152493542,7.81585616543886,8.46762850738372,3.92795580163632,-3.7251153143761,-11.4149151157249,4.05300188965401,4.05300168673387,"nan","nan","nan"
28,8.45986331346539,8.52151693056968,8.63770920020817,8.12214800685563,9.33197960737245,2995.218,-0.8092871,1.51958116758566,3.42820813314062,2.72611701915746,7.80840687459002,8.45986331346539,4.14471493751748,-3.49672605533453,-10.9334755096198,4.43922824965314,4.43922799593292,"nan","nan","nan"
29,8.01080148993912,8.53877312072802,7.83317608459848,6.9621742383853,9.24537297144276,4370.608,-0.27890712,5.80483151639845e-05,3.34176545831117,2.47907194108109,7.38222740958824,8.01080148993912,3.57926350805299,-2.52047981852696,-10.7992570918146,5.52672753660464,5.52672742747502,"nan","nan","nan"
30,7.97828378403367,8.48233017768401,7.80391636209442,7.10463534453051,9.18221308263096,3575.048,-0.20399562,-1.0906597679509,3.29515815855879,2.30130969442363,7.35177440369184,7.97828378403367,3.43775516132756,-2.27872775597848,-21.159737890149,5.18382424077368,5.18382424077368,"nan","nan","nan"
31,8.03160572246231,8.48799306724202,7.98698017413259,7.22198570448697,9.18725105342276,3472.5466,-0.24050741,-0.721375826052354,3.34694758436865,2.43255556245691,7.40174334329045,8.03160572246231,3.66143566989409,-2.42428007032642,-12.3248559112499,5.78729750794782,5.78729750794782,"nan","nan","nan"
32,7.94258346409038,8.52458425012448,7.43197930197717,6.9938574310854,9.20390903519418,3915.9756,-0.27480295,-0.976606103075991,3.32576112591845,2.44387931559433,7.31841440811217,7.94258346409038,3.59494645056691,-2.28023928076724,-17.1731853964724,5.39579118777011,5.39579118777011,"nan","nan","nan"
33,8.05529000878498,8.50154296296667,8.07643863101272,7.07315030355049,9.20959069103564,3882.6467,-0.24754147,-0.639133084911337,3.32281884012637,2.40708590231378,7.42399128022457,8.05529000878498,3.57568323603276,-2.41401112229949,-11.3534255180178,5.1738915687123,5.17389144419087,"nan","nan","nan"
34,8.21743089937443,8.54619168137236,8.25762387942761,7.28996008492012,9.30749675558789,4624.8154,-0.41992015,0.348775878301818,3.37400158045966,2.58033104468147,7.57711465998491,8.21743089937443,3.87624763027579,-2.63665657373721,-10.0083635189402,4.94797876870285,4.94797822409596,"nan","nan","nan"
35,7.89343437745807,8.47930854532773,7.45050145754454,7.0214963792344,9.16268214692188,3484.1343,-0.19865206,-0.565219157529657,3.31474491130782,2.35104700681344,7.27261753522321,7.89343437745807,3.56516474833483,-2.31534708185564,-10.4293608941191,5.36903644339607,5.36903609649366,"nan","nan","nan"
36,8.18890721177254,8.56733976857483,8.1401719730034,7.24226494816998,9.31250320047758,4748.383,-0.30278066,-0.229431969536069,3.37982153845576,2.59067099822489,7.55007884431169,8.18890721177254,3.83034906802252,-2.48993181480679,-11.6223937392616,4.73304418101839,4.7330440322202,"nan","nan","nan"
37,8.26303674843468,8.51870135356775,8.46865806872096,7.40324778907836,9.28043098605654,4154.7476,-0.5367485,0.521079215561604,3.39353117511836,2.55344384409432,7.62042372372996,8.26303674843468,3.95893071317347,-2.78057315314117,-11.2795348347577,4.75042219700621,4.75042197543894,"nan","nan","nan"
38,7.85425916207164,8.43845125903425,7.70720050558093,7.07916720827833,9.11915863839804,3011.5383,-0.17152767,-0.0608585272951886,3.1689061323759,2.1895668766816,7.23622616140357,7.85425916207164,2.64832808024258,-2.78986787058888,-10.4745437278578,5.88848938405001,5.88848909565202,"twenties","male","canada"
39,7.51081833011673,8.32279405742412,7.32758735287683,7.19794936867505,8.84752840641292,690.4855,-0.17367108,0.496451407947582,3.11653762072474,2.54906397371751,6.92200753140629,7.51081833011673,1.7789950833,-3.52567418819889,-12.8095987074406,3.61277253165176,3.61277248057451,"thirties","male","nan"
40,7.52997579090267,8.43323891853649,6.89920336538761,6.57444579557995,9.00007981487292,2457.1824,-0.12337738,-0.623258926048041,3.20975325827636,2.19454955418387,6.93928320917923,7.52997579090267,3.07796826652559,-2.30083602350827,-16.0510574753118,6.0531507391646,6.0531507391646,"nan","nan","nan"
41,7.97058656125033,8.55153985334898,7.49846522249434,7.16834080859217,9.17263906553968,3402.316,-0.15396169,-0.267343013897181,3.21532172431768,2.47755418428357,7.3445751807513,7.97058656125033,2.87567529194109,-2.09621820622265,-12.3241764576298,5.70845631053845,5.70845631053845,"nan","nan","nan"
42,7.77871331674282,8.48141856248817,7.10048811648116,6.77612869961984,9.13045741820798,3425.576,-0.077299595,-0.910208478833218,3.20967963797888,2.15508916890999,7.16634272794475,7.77871331674282,2.68994210128305,-3.73682996289264,-7.8497735950951,3.13328517606183,3.13327196826653,"nan","nan","nan"
43,8.3472073953018,8.57519028901817,8.37330249746438,7.76741953080859,9.21397047517163,2743.9998,0.27539793,1.29591897765451,3.36592085819901,2.38748951722613,7.70060841828355,8.3472073953018,3.88166187560789,-3.23051861487271,-9.60186352242348,5.6017139736555,5.60171333629054,"nan","nan","nan"
44,7.65183100241589,8.41439906864207,7.49498378814432,6.97639326083655,8.89005535257236,1258.3724,-0.14675063,-0.288396460899788,3.22611946507771,2.08339314799148,7.04990367585602,7.65183100241589,3.03735332474342,-2.61021317102018,-8.59271376851901,5.26360636894228,5.26360408299754,"nan","nan","nan"
45,7.48731564492257,8.38497362368735,7.05233819048414,6.81305188504603,8.87763136551358,1330.1454,-0.14944348,-0.840641152179621,3.20902738140024,2.06925572757628,6.90085824905792,7.48731564492257,2.92212227738964,-2.29657369769077,-8.09899588287039,6.26978833205096,6.26978570338826,"nan","nan","nan"
46,7.68358230230084,8.40117773517054,7.37061230699892,6.90845033737308,9.03461481764999,2457.7864,-0.10427346,-1.13962722680079,3.13863945365946,1.93832146649373,7.07892656862056,7.68358230230084,2.60839338836106,-2.20826303758751,-11.1544997645005,4.91867136992888,4.91867117703823,"twenties","male","canada"
47,7.64402123843262,8.38671983821924,7.29637835291013,6.9384115370511,9.0129878176122,2247.8806,-0.09613786,-0.571721188534152,3.12914076590364,1.97184375140032,7.04277722268326,7.64402123843262,2.55828597559105,-2.29750740629248,-11.855656831138,4.63136551301419,4.63136535761074,"twenties","male","canada"
48,7.72181007527661,8.38299895058494,7.43824540285813,7.05123430443639,9.03787713784238,2331.6099,-0.020682225,-0.955213749343194,3.13709401887077,2.04571999147722,7.11397287102035,7.72181007527661,2.68798850425041,-2.31397541714008,-8.33826145691669,4.97728388525299,4.97728079052824,"twenties","male","canada"
49,7.79484992282599,8.39656369593418,7.75189252130264,7.09253797136245,9.04651756927566,2355.9673,-0.16372658,-0.533298525072596,3.14162076928541,1.99882958462548,7.18123636809404,7.79484992282599,2.60659988250172,-2.32588565493666,-7.97733152338207,5.55663055167929,5.55662698905587,"twenties","male","canada"
50,7.67429134106924,8.40378374764836,7.34105699523244,6.99054301561393,9.00732174895478,2146.319,-0.03437006,-0.883765193971347,3.15968839474815,1.96047321392883,7.0704257619951,7.67429134106924,2.72341508767998,-2.33499579102726,-7.00266650138055,5.06999542239912,5.06998349206902,"twenties","male","canada"
51,7.67112128590583,8.38902906066609,7.34499136848995,6.98484301579573,9.01197894144149,2190.5972,-0.077699184,-1.05705446061976,3.09366224211066,1.90592047854739,7.06752690309005,7.67112128590583,2.28116879242719,-2.473547806404,-11.2740945660489,4.87752920698606,4.87752906687288,"twenties","male","canada"
52,8.03636397639347,8.51591711758023,8.2400338800076,6.93381491774193,9.17110513871748,3658.8433,-0.08859799,-0.209318139285801,3.27447133659606,2.22725355408603,7.4062104836423,8.03636397639347,3.30236160758098,-2.65281144529396,-11.0133345144721,5.01664577546858,5.01664559003861,"twenties","male","canada"
53,7.83810503795991,8.44026819363054,7.73673652398178,7.07545664642029,9.07905658872711,2657.1052,-0.099907085,-0.784764084910039,3.14394760261659,2.05203192318239,7.2212497514624,7.83810503795991,2.62989318106835,-2.52315303902902,-21.159737890149,5.08566395562218,5.08566395562218,"twenties","male","canada"
54,7.75439222101091,8.39134695787564,7.65235773580986,7.1075374252559,9.02326468418883,2142.6729,-0.11571808,-0.471655520867746,3.12417963345147,2.04076475406085,7.14393027103787,7.75439222101091,2.39190070486093,-2.43982334754989,-11.7729425661818,4.91680347922787,4.91680334134413,"twenties","male","canada"
55,7.85962934753844,8.43019731976094,7.77911717814196,7.08593485292955,9.09025354337554,2743.3943,-0.069462515,-0.549331102094025,3.18698997668121,2.0551391269836,7.24120867778001,7.85962934753844,2.82413158235821,-2.32842765402175,-12.5069215278955,4.97497773278587,4.97497773278587,"twenties","male","canada"
56,8.09408148391247,8.5031316091387,8.34456165436973,7.07217471137966,9.18824663288665,3672.7769,-0.07805427,-0.4606775565675,3.28956257258294,2.20424669130581,7.46049818841797,8.09408148391247,3.4901877851974,-2.63769244149897,-12.2463283420941,4.70227865967829,4.70227858430248,"twenties","male","canada"
57,7.98304046066593,8.463870555096,7.74761423923234,7.56403414931813,8.99876218328263,1235.4541,-0.06991116,-0.868911276572449,3.21021346122956,1.99981806219727,7.35622514963819,7.98304046066593,3.06814660516505,-2.59250347746192,-7.63870235853002,4.5100439685456,4.51003603689967,"nan","nan","nan"
58,7.93315735136746,8.48105272143935,7.70596232000767,7.30677492633128,9.03651024076628,1984.0336,-0.08922221,-0.384593052853964,3.20338261381585,2.32280368124789,7.30961937789891,7.93315735136746,2.60841739887914,-3.42013943495838,-10.3100937113952,3.46402432503404,3.46402335276816,"nan","nan","nan"
59,7.82690898862151,8.5119952856802,7.42311687963264,7.01549974078094,9.01879315737011,2213.0435,-0.18929519,-0.403084992831073,3.22165467496492,2.36261176927753,7.21088041610198,7.82690898862151,2.7153213024589,-3.40082480107892,-10.2286948376482,3.94681064989127,3.94680990093875,"nan","nan","nan"
60,7.76669143660168,8.33411643753273,7.85334621655784,7.2317387835914,8.99567421083478,1755.4829,-0.37730423,0.0172615583761874,3.13371258017685,2.32532237082552,7.15525889979552,7.76669143660168,2.27003380172014,-3.6108296725375,-9.48653916373049,3.94891530329451,3.94891365735446,"nan","nan","nan"
61,7.64506732443998,8.37549597761076,7.48238893214156,7.14509494691253,8.91803021979923,1267.498,-0.12521796,-0.461653500806074,3.20386110994327,2.55767306075915,7.04373154297151,7.64506732443998,2.63775777126927,-2.36797677797241,-13.2321267938422,4.65344439755019,4.65344439755019,"nan","nan","nan"
62,8.02973605193702,8.46249082959801,8.10651047523375,7.26745529277979,9.12126055906533,2784.826,-0.09821949,0.144391730088128,3.20657064799375,2.26606383275937,7.39998842892078,8.02973605193702,2.83432178832835,-2.43257419551416,-8.21175584341624,5.90321906112198,5.90321638282227,"twenties","male","us"
63,7.99595965945787,8.56449691805124,7.61145003775011,7.27375649770541,9.09644601310605,2551.5652,-0.17433849,-0.644975722035098,3.33040968851679,2.50850073401592,7.36832019085321,7.99595965945787,3.43516673437263,-2.45758670142505,-13.7929266060614,4.59452546582921,4.59452546582921,"nan","nan","nan"
64,7.72242737451668,8.40714240472479,7.62456312522421,6.97232954948069,9.00667725145059,2160.6665,-0.1859309,0.0371126273162934,3.15077834646776,2.2203106757469,7.11453974719042,7.72242737451668,2.17864368341979,-3.99116632600487,-10.3659654592043,3.10506345582175,3.10506231491044,"twenties","male","us"
65,7.82498257214582,8.45550419585499,7.52930511005918,6.93448260063515,9.12627157045264,3236.5923,-0.29675785,0.0248185558786948,3.25054455576478,2.41746298687434,7.20909710574236,7.82498257214582,3.35119777641362,-2.71489809449523,-7.8230362708154,5.39606984263017,5.39606526348954,"nan","nan","nan"
66,8.07338217699968,8.61427195181406,7.39836084834137,7.11482692638937,9.22073353545758,3944.4028,-0.2908275,-0.0697583608277431,3.28281975297505,2.59752430185077,7.44100755486614,8.07338217699968,3.51101488019923,-2.66933605854184,-10.9722075217702,4.80865063297095,4.80865040232156,"sixties","male","us"
67,8.45969781963587,8.69669633019886,8.53241266542544,7.35798538175826,9.44939349226318,6201.787,-0.5143871,0.97759728582789,3.34257856407598,2.76360114310776,7.80824815932998,8.45969781963587,3.81856611522125,-3.52043635918771,-12.3801993916933,4.44172227100201,4.4417221020451,"sixties","male","us"
68,8.36311771542777,8.63656252379399,8.4396740601768,7.37091283978759,9.35098223145854,4991.0396,-0.080763176,-0.752130387734757,3.31147227095177,2.55479788814827,7.71580058228048,8.36311771542777,3.24236881087718,-4.10152000424287,-10.4722339277063,2.42648087534557,2.42647929014831,"nan","nan","nan"
69,8.13975071595379,8.56422936109344,8.31289894548418,6.78132916681817,9.24692000439025,4561.3296,-0.36583275,0.524205492767126,3.35849179416504,2.57120549991866,7.50358264176739,8.13975071595379,3.89641289922039,-3.76794651455272,-9.85318234614678,3.54408606034443,3.54408462728513,"nan","nan","nan"
70,8.0038679461979,8.46366647848945,7.75392809245561,7.51175212388322,9.100758257898,2202.6697,0.13349447,0.183009445144503,3.27118514409711,2.05506088653128,7.3757288490514,8.0038679461979,2.95013394256109,-1.66263844549824,-14.088055956738,6.58212918780182,6.58212918780182,"nan","nan","nan"
71,8.02836158295054,8.42780451087845,7.94282421339204,7.50284780210195,9.10359491995879,2244.3455,0.0028379797,0.209654907207255,3.23865867632112,2.09545540318423,7.39869838906112,8.02836158295054,2.88887808736999,-1.67202080040271,-9.02856654849407,6.26699757130486,6.26699655285182,"nan","nan","nan"
72,8.24241207593412,8.51781090059463,8.09535592800868,7.79213478062444,9.20533489545431,2598.5889,-0.07334129,-0.325872116926548,3.28047949881514,2.09786503499306,7.60082545657743,8.24241207593412,2.70243768033231,-1.70244998491106,-6.70565176504027,6.64986307593025,6.64985387961669,"nan","nan","nan"
73,8.03608396265139,8.47397597647778,7.84108690651129,7.46152986885972,9.13087125143676,2566.2576,-0.09678926,0.208123797421802,3.23154676187226,2.04798265895389,7.40594753677312,8.03608396265139,2.64333836716907,-1.68520348842352,-6.43677269157235,6.14828339072923,6.14826928186773,"nan","nan","nan"
74,8.33001281766588,8.44165994249951,8.33182589706905,8.00027350316841,9.21709067731371,2155.958,-0.14227624,0.284142089097708,3.29954203965272,2.14362625539202,7.6842023491422,8.33001281766588,3.16056737116231,-1.86894894125253,-8.04148492708626,6.43960836963649,6.43960563664088,"nan","nan","nan"
75,8.20674431082175,8.47225649310125,8.1353083311086,7.76575108319381,9.17581869702932,2372.2444,-0.112757765,-0.248806290575325,3.27193469730624,1.98504406559088,7.56698087318295,8.20674431082175,3.05132690142888,-1.51062709429289,-6.89744006421215,6.72123912748377,6.7212317487723,"nan","nan","nan"
76,8.30569326424736,8.52813234015851,8.31982946633945,7.76759967284193,9.20906289635155,2694.4404,-0.19665952,-0.00867834816625369,3.30618121414725,2.03442105226812,7.6610202705987,8.30569326424736,3.20159952531708,-1.99087719117804,-10.9122481866246,6.03217548130747,6.03217529809256,"nan","nan","nan"
77,8.30801141927756,8.57771320540852,8.20428520419375,7.70431563035411,9.21227662622548,2871.4824,-0.09291738,-0.303437269654955,3.28203741882834,2.0337261573348,7.66322887953704,8.30801141927756,2.85177691106991,-1.94422836404884,-12.4152809943666,6.55817342995989,6.55817342995989,"nan","nan","nan"
78,8.32564689726247,8.50990304273888,8.28456411945785,7.92134976580487,9.21027807003546,2313.889,-0.120794535,-0.253432953629003,3.30099328842485,2.18238926111118,7.68003872575242,8.32564689726247,3.1930449416936,-1.88182784134226,-11.605631169367,6.1716592374714,6.17165914995794,"nan","nan","nan"
79,8.36018832560595,8.48425638112445,8.31364501553087,8.07053126855149,9.23199001797286,2090.0562,-0.118991636,-0.290365803772619,3.31981587671819,2.15757313882218,7.7130026226675,8.36018832560595,3.22108035310919,-1.80366540442952,-8.21453615551925,6.11847885714152,6.11847636398223,"nan","nan","nan"
80,8.29001390747716,8.54975453007419,8.17140692154159,7.80633342510085,9.20489491233664,2559.5852,-0.09052993,-0.140475032563544,3.28702153066076,2.11720744324456,7.64608842208736,8.29001390747716,2.96782074581052,-2.04182773429297,-9.27070107237294,6.3942550985911,6.39425428332594,"nan","nan","nan"
81,8.30944275585448,8.55467965162183,8.26580138871344,7.76382540741344,9.23961583310955,3013.1897,-0.12125478,0.0988747283368527,3.30367966218122,2.09243499419745,7.6645926834773,8.30944275585448,3.07493723041229,-2.10148856094044,-7.19671109563508,6.38365899591433,6.38365277930751,"nan","nan","nan"
82,6.91279684888436,8.13228100847216,6.91307908235878,6.68020227028406,8.73073996057157,463.82675,-0.14794748,-0.432635677549296,3.18366726361932,1.84681829014577,6.40196223717222,6.91279684888436,2.87038881101005,-2.20947164241539,-7.43603416197198,6.33225126173386,6.33224627387611,"nan","nan","nan"
83,8.03813519078575,8.53320580252868,7.64673014466241,7.227890649897,9.22286454606705,3818.715,-0.25958598,-1.09333110967576,3.21153824691266,2.37244047391477,7.40787362388208,8.03813519078575,2.92997316780601,-3.22986733581129,-11.4494259208824,4.17296600936595,4.17296581794518,"nan","nan","nan"
84,7.70959721045454,8.34497286102084,7.60637988104232,7.05657847866862,9.031415157078,2271.2166,-0.018513102,-0.77777759066582,3.16511081269257,1.97321256463982,7.10276434123903,7.70959721045454,3.11316724864432,-1.49879054185501,-7.04874534419151,6.86424845987098,6.86424237583756,"twenties","male","nan"
85,7.57386286243695,8.31698649273537,7.38368599578945,7.09003175142647,8.9214617839851,1361.0857,0.026403278,-0.271033197321859,3.20094740547676,2.11471421934845,6.9789801776421,7.57386286243695,3.1716542298507,-1.91309863291924,-9.25904585973076,6.43148160677728,6.43148088150807,"nan","nan","nan"
86,8.08784395480635,8.53855681540915,8.1007878667797,7.14488023337049,9.21837010719048,3883.0212,-0.15240385,-0.521473949827814,3.2967483890828,2.3292626710149,7.45462237515935,8.08784395480635,3.23315944651011,-2.75209688936308,-12.7534118500412,4.75238903275804,4.75238903275804,"nan","nan","nan"
87,8.2594809694002,8.56092651510208,8.47240220586125,7.18464226862827,9.26990155795688,4364.69,-0.24317904,-0.144037093324121,3.32423654626745,2.30480088475699,7.61704348940413,8.2594809694002,3.30494837796723,-2.83498729257289,-11.8436397922133,4.88848483020423,4.88848469071836,"nan","nan","nan"
88,8.23794082230221,8.50367963320188,8.44218520822021,7.35802847457567,9.22932469396365,3692.916,-0.1470294,-0.0130043917530967,3.32692130231029,2.25596747662345,7.59657942869492,8.23794082230221,3.48016387966052,-3.24661731117912,-7.78602004959644,4.88988486729233,4.88987915163949,"nan","nan","nan"
89,7.87179284999902,8.52053858932732,7.25469157586111,6.84353457400233,9.20570424171298,4085.948,-0.25386015,-0.239599625321652,3.270630368877,2.25531464778797,7.25250126497552,7.87179284999902,3.1281950328933,-2.69297441893368,-8.8834750630349,4.59118143509758,4.59117922119718,"nan","nan","nan"
90,8.13661555496097,8.55117787430309,8.16247655730795,7.09015599930924,9.25195652147188,4294.847,-0.18854365,-0.0404879878067083,3.32085815786293,2.29922567634389,7.50062141041274,8.13661555496097,3.29441429908008,-2.74129235471135,-12.2713647945739,5.09820505846484,5.09820505846484,"nan","nan","nan"
91,8.13799074078147,8.51779818836867,8.12845289073701,7.36531777477484,9.18261484725402,3216.3357,-0.022997543,-0.588351350306916,3.29533496254436,2.56889307575836,7.50192022599315,8.13799074078147,3.18211735470517,-3.43862517425851,-9.32641642785187,4.04302890607202,4.04302696880777,"nan","nan","nan"
92,7.65400203911389,8.43396391869952,7.47989635412216,6.86195679726474,8.91929277583093,1589.5665,-0.09591637,-0.537971289298711,3.19179970320597,2.11022133368659,7.05188566579465,7.65400203911389,2.19094023884733,-3.51993892529057,-12.1385876569942,3.81237035123035,3.81237025949249,"fourties","male","us"
