"meanfreq","sd","median","Q25","Q75","skew","sp.ent","sfm","meanfun","gender"
7.86506656486231,8.50865288660895,7.54599104871071,6.95209077392459,9.06371891130676,-0.128973,3.21072362297892,2.15412025047936,2.59746301312163,"male"
7.91673698170745,8.69038419125057,6.9629922368963,6.77978456849623,9.04396495696466,-0.234013,3.30667676072391,2.66675663844589,3.21238109972632,"male"
8.09348219486494,8.73703356524155,7.12765116232714,6.92060753379196,9.34128705210748,-0.25765803,3.38025654079143,2.7438087867238,3.54732499113322,"male"
7.87509107843812,8.60260426360092,6.92743750687374,6.52970828541945,9.22883053051879,-0.16714764,3.23061808792739,2.40564388023229,2.75654527411748,"male"
7.41332632158517,8.34271393920793,7.23261036852637,6.94468712467568,8.81999532740742,-0.09411456,3.15465872825502,2.0196521510468,2.1911881726271,"male"
8.0025344640193,8.59713847895997,7.37008025266545,6.84782723325024,9.27517500864222,-0.24744952,3.20821679239265,2.45949865098959,2.85216434007461,"male"
7.97784301671972,8.55765486502871,7.53220634758909,7.09223533786676,9.15759006929895,-0.05796937,3.19196833182497,2.12376090263653,2.36714642637142,"male"
8.40600059105448,8.69580969296197,8.34885997992814,7.2233361601434,9.42475090121616,-0.09714197,3.30712908292242,2.66649298764635,3.02910075150445,"male"
7.81481820531883,8.55811407384692,7.11153413909216,6.8636074474923,9.2150602159679,0.22815466,3.21606448558537,2.38199430806689,2.65579475978919,"male"
7.65724687550897,8.56865374881455,6.88158213093984,6.53438560750537,9.06525914174075,-0.07930126,3.24024920641233,2.34822498595038,2.91098543964101,"male"
7.74019659686134,8.44735755061325,7.38371090987082,6.91624454299679,9.11111545056017,-0.11654596,3.24282464340707,2.50504783550193,2.97367902851664,"male"
7.9582189026762,8.41097312867586,7.69938564548845,7.49653461768721,9.07651085491699,-0.014630323,3.28205856927634,2.1689500105988,3.60413406238487,"male"
7.90058018311909,8.48277879101475,7.59054121677618,7.24996395927529,9.06349247844265,-0.1757544,3.26475544952099,2.00273194688445,3.20085221098884,"male"
7.90371272169803,8.44148053552289,7.7944172213657,7.07493358669853,9.14545803707477,-0.19347028,3.23482017624513,2.31941265379951,3.29936972919875,"male"
7.91778197040767,8.53585895704374,7.51952633826763,6.9283635620427,9.15763070658757,-0.16395454,3.25583918776434,2.30883017074214,3.12139705537206,"male"
7.89083257824333,8.61380383434263,7.06766573938051,6.65528582105409,9.22367533483138,-0.044836693,3.19026214582885,2.10846483840739,2.08475610682724,"male"
8.06559076871951,8.46896164718963,8.05889252656088,7.39262572245449,9.18773600747724,-0.3236912,3.24464267730537,2.27492369221036,3.27698396535277,"male"
7.85501539058101,8.53531927684627,7.18116249880104,6.96567044530157,9.1569828116148,0.3019989,3.22641061962996,2.33833288536206,2.88177121233948,"male"
7.90537774583858,8.58645541329178,7.04550676696493,6.66237084774828,9.26060995555058,-0.1505723,3.25071046744764,2.45129015941527,3.16434474714426,"male"
7.57919305650393,8.41368238621099,7.37280088753109,6.90031708407154,8.87083710441827,-0.07719151,3.15999539547362,2.0878861566872,2.16296048868758,"male"
7.32969342516365,8.35320136597489,7.0247413749442,6.84373672930264,8.80658506632237,-0.0616939,3.16217368021079,2.05846672157612,2.35799491783181,"male"
7.81304249359697,8.43990657888749,7.60871347398588,7.17873318544488,8.99037821714926,-0.15595722,3.24055301933137,2.31782589708012,3.05681669552848,"male"
7.92992559177643,8.59273852721059,7.42583828413288,6.78203779240809,9.17337405975045,-0.39321843,3.27980704982317,2.55519329309145,3.36561438266315,"male"
7.88345758664156,8.41209417489786,7.76506577379787,7.33690585853791,9.05133997458973,-0.15488207,3.2459330485738,2.34035816444731,3.27767598807762,"male"
7.78658577595141,8.58541990281082,6.7920423616515,6.56167515406761,9.17787695121158,-0.33565277,3.26786399123195,2.54755218354679,2.7876467785052,"male"
7.48757607823242,8.34054999418,7.19646812000941,6.87389948488025,8.88737199641941,-0.07311265,3.17369981579887,2.01350373737075,2.72710411681126,"male"
7.92140158831699,8.42433966955521,7.86545716938534,7.44377532112023,9.02565708849999,-0.18460807,3.2430721586659,2.49528660554258,3.09537980615668,"male"
8.00350815007626,8.5552901387658,7.54633914023552,7.15752261112674,9.17674532504726,-0.08135681,3.27459898504014,2.37595642031931,3.01845240549746,"male"
7.89262722429036,8.43553668059594,7.89428711630832,7.15528240001594,9.0060239968702,-0.17857334,3.20585340363131,2.18091186756414,2.21531877441866,"male"
8.25735772484245,8.70102078024109,7.84188219616823,6.90643911321585,9.41621719564101,-0.1743612,3.36404885744542,2.74157004117421,3.79765769020596,"male"
7.20335105531415,8.26885426052051,6.96964084664857,6.76953232675389,8.78040933908203,-0.09335196,3.17044110384833,2.14755567595297,2.67270077417464,"male"
7.71730031405566,8.33280572610206,7.64638052571794,7.34341167535453,8.93758856632301,-0.28267747,3.2243257208056,2.47198169686296,2.99631325475173,"male"
8.06482331366485,8.5429484976842,7.812037476154,7.15220417109008,9.25143006826112,-0.209156,3.25027594007483,2.41029277356282,2.94357202452247,"male"
8.15980250568116,8.43546406420296,7.98625618269333,7.70775585030714,9.22370867667812,-0.06532276,3.32425429424676,2.14361200976147,3.44609461311293,"male"
8.1095916527647,8.62132447788133,7.86607366547623,7.01095263669991,9.27298822567795,-0.18741256,3.28440738392696,2.38784772186872,3.06847777510889,"male"
8.16224909155944,8.49623834416953,8.41028334282842,7.01837073323304,9.20929822913392,-0.18520702,3.27992724793157,2.37818001335502,3.63559945068415,"male"
7.77116956921535,8.44334856919826,7.43943009984609,7.10171526244557,9.00477361478526,-0.21589562,3.18293749034625,2.10953110305006,2.56630835668056,"male"
8.31317789790534,8.46883430323395,8.3498585201196,7.84896115478229,9.25225504930109,-0.09137296,3.35445707065751,2.46479108711714,3.79513564353623,"male"
8.04633255504478,8.70677062720356,7.11855592912813,6.8733214822409,9.13911322778842,-0.27665648,3.34564334827585,2.70214719084366,3.50742226364775,"male"
8.11441318519334,8.56285939538494,8.05082815047204,7.06169116431414,9.25173368486302,-0.27951288,3.19736863546541,2.1190256041031,2.58046876755026,"male"
7.87064520517465,8.36161947622093,7.85893871784189,7.2751511280925,9.07298866265434,0.000829643,3.23277752072131,2.37047339570088,3.11644275339459,"male"
7.91662537446477,8.51749632546647,7.42258384029274,7.08940936306574,9.17960411580775,0.083321765,3.25259511727514,2.26625119372525,3.12581798663715,"male"
7.80400002595105,8.5083434476948,7.30949887083098,6.86678619031073,9.08431294830584,-0.10360187,3.22324491972136,2.31409811560366,2.8131940532902,"male"
7.98566813834733,8.53358136865573,7.97805852113858,6.95769521048714,9.11402906621245,-0.23981972,3.21547493839775,2.14899051463552,2.44509555906284,"male"
8.06047105142092,8.6627413180156,7.24568794865166,6.89732022266856,9.32984787543845,-0.28085136,3.35231437123329,2.55219776734527,3.50250267601336,"male"
7.96179277629956,8.56572402672475,7.28805183292437,7.02536078777045,9.26781647534747,0.42466345,3.2254786994259,2.44211492912055,3.01480644931926,"male"
7.85426684633265,8.43002703881312,7.91755030648746,7.02600513899241,9.08201451557916,-0.18569772,3.2225128146629,2.21746090357417,2.91324635032523,"male"
8.32514085982492,8.64981565609087,8.52157238871948,7.18911520873878,9.35648451341819,-0.5011665,3.41204815900353,2.70563775298054,4.00099600218307,"male"
7.53071226440631,8.38019501930713,7.4101131926694,6.79461193329868,8.86778410310762,-0.06251816,3.16729076825204,2.10791046995179,2.29577435246529,"male"
7.95473140747339,8.42640710644465,7.85847186239611,7.43764072482104,9.0777566901319,-0.18750624,3.24541609631838,2.37134124287862,3.19659598220608,"male"
7.97039373234623,8.59785952613246,7.33659219283987,6.86116116822132,9.15421521238046,0.0018752828,3.23802560971694,2.09901439921241,2.32182579773543,"male"
7.89627264010804,8.48275159049193,7.5177688633236,7.21950476863037,9.11540578362855,-0.013790859,3.25318677871292,2.12690767912048,3.22607862232972,"male"
8.04689796766096,8.64159830596282,7.59449059741785,7.28173061439138,8.97297191218048,-0.26053923,3.3496842671434,2.64457451840337,3.3768590596368,"male"
7.48895753639446,8.31632934396811,7.37185212246627,6.91437094711175,8.89224912515228,-0.041122116,3.14156658523355,2.02541258560972,2.26434434751555,"male"
8.22943676953394,8.61102923066363,8.04448048794035,7.33530159292417,9.31884619596162,-0.28343403,3.38703370733245,2.60320357731787,3.82671711145704,"male"
7.39556370786136,8.28969140678504,7.28526039074387,6.94106722354037,8.84684671910511,-0.10860121,3.16385548318592,2.11530686402277,2.49768359256809,"male"
7.90014631129103,8.65509453438412,7.10792641332077,6.88578325223969,9.05799358914796,-0.24218364,3.30897477909945,2.63670496826613,3.24563463311273,"male"
7.70739874996349,8.41930810939469,7.51349384002572,7.17782111773636,8.88447975246067,-0.1479017,3.18553880420335,2.09310634115462,2.14352640524287,"male"
7.83170401336099,8.51569635171043,7.19198482331178,6.81403526020136,9.16469567313974,-0.23618793,3.22259992640452,2.50034890646919,2.98193310140454,"male"
7.72144656881299,8.51013351040626,7.16616481071563,6.91107659729307,8.99269592284582,0.2482713,3.20132539818045,2.34102309983744,2.84372173116469,"male"
7.63916752390079,8.36213758893662,7.49801710037778,6.97401697085787,8.98239257372646,-0.16151316,3.16137097387862,2.37913323357962,2.48574912813677,"male"
8.26964813013718,8.66308263529459,7.71887427737799,7.43424810861111,9.40466024358006,-0.10123887,3.39961379619416,2.59874571719851,3.89413897524689,"male"
7.84869936413944,8.55677624276326,7.19469597668356,6.8055819012225,9.15820999048686,-0.22918496,3.20547196670934,2.34903003187926,2.7334203727155,"male"
8.07948443930227,8.50102616650144,7.78521349434494,7.49511185140774,9.25230736833158,-0.12323661,3.23522290688621,2.18489710560477,2.96809691031708,"male"
7.8067287692288,8.41353449351143,7.95449175275337,6.95964710421436,9.06311313802347,-0.24446897,3.13972409293992,2.13242771819026,2.31495506840228,"male"
8.19129988012049,8.56577800116856,7.9077838155501,7.39053321819293,9.26776331860203,-0.07156376,3.31645886266692,2.41911332325199,3.34266726275895,"male"
8.10523764591457,8.64770184516523,7.37735170032999,6.91308057439318,9.35270194108743,-0.17495283,3.30034942263035,2.30544795221721,3.01526108885728,"male"
8.02616454133567,8.57865864551646,7.35616543832989,6.96481559856656,9.23407711323293,-0.088961564,3.21093009654094,2.07486209896561,2.71938261274521,"male"
8.05856199422953,8.62331396200703,7.51566810271646,6.94244574604889,9.22690457495769,-0.088704586,3.29867436435896,2.34061632686412,3.04345591681118,"male"
8.01164505054047,8.53976908729282,7.95393481731172,6.85235675914928,9.1874558063833,-0.4105076,3.24572460134325,2.43740919497237,3.2233671238683,"male"
8.14894727552326,8.66470820094261,7.41407998881468,6.91502354105473,9.36453987632579,-0.15352234,3.23844605342695,2.57276375748344,2.81915078102494,"male"
7.41115258095487,8.31978946027665,7.25102259098384,6.8350846886846,8.83806958551549,-0.19660878,3.14291017085696,2.07208385961148,2.43303551304311,"male"
7.59813287778881,8.39427994620971,7.37084103482444,6.95189627152984,8.90097903324228,-0.009135611,3.1609664221812,2.01077937273078,2.20330158596945,"male"
7.43250013914471,8.36289454730947,7.19083103362289,6.85374235290452,8.84462094977591,-0.073573664,3.15843997979549,2.00897581757204,2.23427333949357,"male"
7.4944451759875,8.31918547152959,7.38493546999533,7.05447582359373,8.88054807281148,0.067367576,3.16227993699108,2.14299885601247,2.88046579994739,"male"
8.27088377144478,8.66997446546383,8.01531148464808,7.13133721419208,9.36224558978237,-0.031159874,3.29864265070145,2.33580510633733,2.58686912363556,"male"
7.63297663925684,8.37624816847718,7.42935809957418,6.88876942283757,8.99186462200685,-0.014539207,3.22821494396325,2.1442672435212,3.11398728670036,"male"
7.92740072824506,8.50068918647839,7.59582303105956,7.15643167515855,9.17538095060879,-0.06225726,3.25020731970827,2.19484882368283,3.04178985046239,"male"
7.72440037854467,8.46786094134479,7.40293774405598,7.01757567457406,8.9507093767228,-0.1511608,3.20943124299911,2.10752454219118,2.69127162475138,"male"
7.53154820133424,8.40971058126333,7.23224421609763,6.67475249728998,8.94487465196375,-0.20644768,3.1732826796401,2.18617727475009,2.59898401309901,"male"
7.788237262326,8.44119242906482,7.43533553668723,7.05049235646792,9.07249920273467,-0.058909714,3.22109488551187,2.17175648727173,2.93457666391347,"male"
8.22997541116415,8.62692116980882,7.78310805127902,7.3158301786199,9.37166956451754,-0.14959654,3.35974435372723,2.47014433779564,3.35332437177812,"male"
7.5772065663119,8.35122408159131,7.43943039365604,7.04675493088773,8.88800781919579,-0.032146845,3.15997195178727,2.13736813319908,2.19061549650729,"male"
7.88561685780167,8.53418060481182,7.37811290806254,6.58021352661462,9.20216406690833,-0.26135427,3.23326136333792,2.35519345398745,3.33465151381826,"male"
8.27230528587367,8.60034742250691,8.21370249859321,7.39061978892246,9.34064179134881,-0.13947524,3.35523853709439,2.53330644414139,3.88679251670834,"male"
8.22719564031161,8.64371165080797,7.93610399630895,7.19123879983846,9.39873818090322,-0.31311494,3.38644722351076,2.70492510540814,3.89622186230494,"male"
7.59432623348978,8.30583660015045,7.43827511240262,7.16040233003786,8.92478182990362,-0.13505559,3.22215809471805,2.21255510878171,3.42909130361368,"male"
8.31194211087695,8.53288898544047,8.32892993764967,7.69937735362407,9.25656553505542,-0.28928846,3.35815458622023,2.4876484912873,3.72240980106834,"male"
7.59722345027918,8.39213156597582,7.25845109349899,6.73488670562225,9.00479685245603,-0.07886852,3.15088063764144,2.16760317526961,2.38793109484933,"male"
8.00671867267233,8.54005532971028,7.9016015048999,6.91867934352354,9.2174798650344,-0.13061634,3.2334165955723,2.42134025196917,3.10330361353773,"male"
8.02090495262518,8.63959394011709,7.37127732306423,6.65240559571427,9.25448720110302,-0.13922557,3.26345466245763,2.29440625943138,2.78626138640831,"male"
7.32903435128124,8.31035763887897,7.15501340268293,6.82677773448479,8.82310051540798,-0.13993862,3.15365779681822,2.03032003367012,2.22343549471289,"male"
8.27989789992617,8.74133581149501,7.63144955966412,6.94189555082856,9.44736962910043,-0.23134299,3.3528214148889,2.7011842400232,3.38374938005784,"male"
7.60872418989812,8.42599708519372,7.35408673262704,6.89520672416653,8.87453619615265,-0.10446354,3.16250457227356,1.97969105376329,2.20972402167369,"male"
7.86023019534233,8.55852981829054,7.27659471457125,6.89614325968913,9.1539933183063,-0.26569906,3.24090532067268,2.34946764643779,2.84742580798986,"male"
7.80732844785175,8.6571927577305,7.02206508997075,6.83640388551037,8.91611112682068,-0.21079536,3.3247231225358,2.6634289296089,3.34278466386473,"male"
7.51500595176385,8.36131381825929,7.29986499960614,7.07628837705786,8.8626546890072,-0.13668704,3.17896511783893,2.56993930870065,2.33557282526393,"male"
7.71779945833927,8.44227078924287,7.41144993774532,6.91744136700545,8.99872272894781,-0.051127266,3.16861805623179,2.09891762418732,2.52248627350058,"male"
8.25312555703758,8.72105126361009,7.87932925878216,6.88957725530257,9.40194000400716,-0.14870724,3.3835363510409,2.80506184693837,3.33061245781784,"male"
8.08925447291027,8.49584217197942,7.94693552401302,7.32216929259203,9.23742042504409,-0.04347341,3.33877386135185,2.40220670930129,3.68378512502631,"male"
7.82840927794661,8.46499466637839,7.59522648161306,7.32599247561229,9.01320264378456,-0.21516204,3.23743856747223,2.53961235679209,2.91173281073906,"male"
7.5611679464162,8.35254196666247,7.38989805474662,7.09486153747938,8.8588421485258,-0.11197128,3.17965218921307,2.17962126406223,2.42276658339026,"male"
7.69396848675496,8.39594624082761,7.28443606486167,7.11097755276151,8.99647340975064,-0.23085947,3.23406047569825,2.18820700273838,3.16388598033417,"male"
7.84795704980486,8.58923578643196,7.2792289003361,6.90724049650437,9.06503604090075,-0.12787977,3.24042903971904,2.29522344431809,2.79745723399313,"male"
8.14751567928352,8.49046207749313,8.02014709242713,7.51526591884995,9.22941030935202,-0.1200871,3.33050418762384,2.07716254514239,3.40900740388605,"male"
7.90654749019489,8.55156099437989,7.37145187313043,7.11339606668504,9.08022265469771,-0.08546169,3.33037239671041,2.44720676874142,3.5990846615602,"male"
8.04484181637083,8.55804747341525,7.62717869558743,7.26306518167585,9.19384740769808,-0.10089855,3.2951394490554,2.43300200480246,3.2616906867086,"male"
8.44584340888099,8.7288600001434,8.53199795803049,7.20820196106129,9.488724931193,-0.1432275,3.29858368253179,2.74497394840282,3.25718612372012,"male"
7.29000157126109,8.30527030235635,6.99681853276537,6.7595202587531,8.82753976268872,-0.16466993,3.20067687106991,2.39181468852323,2.87174801877151,"male"
7.15369853050675,8.27041284406614,6.81084151111747,6.71176436070574,8.76902123666225,0.0013841003,3.16450302862697,2.13638182278816,2.56964209853889,"male"
8.15373279254546,8.66589608755156,7.59229537463001,6.97056828101752,9.32214781148961,-0.1398241,3.27822305970631,2.28660363802552,2.77925470512596,"male"
8.05714328311693,8.5736645793079,7.53479753890779,7.28791933110245,9.22222315127921,-0.22191802,3.35251398873105,2.56601653940914,3.74126213365595,"male"
8.24773812653859,8.63763118843048,7.91455815301077,7.46786957121507,9.23252068015145,0.040451117,3.30299899604773,2.20880261724034,3.16622927840585,"male"
7.95631792066521,8.47208973199168,7.63890820415067,7.28867916637294,9.14386985239761,-0.045741558,3.26783897162502,2.27872116941657,3.2334694578992,"male"
7.90790233589982,8.51309956394496,7.41935959948511,7.01672833156383,9.1913423469008,-0.04722176,3.24704999421887,2.4607424637463,3.11853968807497,"male"
7.94771321191755,8.53803034223191,7.5443163936445,7.0797625762089,9.1580766700534,-0.23788412,3.25852338721972,2.31418209619595,3.0300468365954,"male"
7.69693328870718,8.32032943148188,7.54914384638423,7.31036230666677,8.9226612995199,0.13243103,3.21977768252008,2.0243589026725,3.16074446728372,"male"
7.64027604562509,8.35671190216587,7.33694641887078,7.12794439023321,8.97504951497598,-0.0581068,3.22706971758867,2.07083182655971,3.22881926460852,"male"
8.05184256016591,8.5524084704408,7.71263446905473,7.36389252526694,9.12074711935777,-0.0174658,3.244925152688,2.10143780577121,2.50766356899395,"male"
7.70243401909452,8.48858110170094,7.20499740812023,6.74942427375723,9.08155211288805,-0.18393385,3.21827143141443,2.28201822660736,3.05973555772781,"male"
7.73508246052472,8.54895645524974,6.93951321475405,6.77850897793909,9.09593840530874,-0.11354144,3.20160863222633,2.01015455267299,2.50221605721386,"male"
7.80756404645131,8.58201016128336,7.12577621206286,6.75364236677501,9.07606790482375,-0.021516275,3.21864830994256,2.36692352140431,2.95588371134473,"male"
7.49276336498454,8.35779930329797,7.08764120536836,6.82768795433894,8.96350835125105,-0.21517792,3.09868013856883,2.42599610844821,1.94035783487592,"male"
8.16838842479725,8.61768289791954,7.87518514736213,7.54381488436949,9.12572742916969,-0.017193103,3.28389288824014,2.0981968222887,2.77728175521331,"male"
7.83858579404327,8.55101182032059,7.32602676756138,6.83096537520118,9.11533474779009,-0.18164846,3.2441837818767,2.24854052667694,2.97353804365484,"male"
7.57675673363193,8.33284252136368,7.42298540865529,7.11728887357377,8.90074693600602,-0.123200156,3.23142729239836,2.4046269587462,3.17793182290534,"male"
8.18722266082295,8.6060261117214,7.71607186040655,7.25453230979387,9.31176310473355,-0.2081404,3.32186882895913,2.44239797718237,3.6013166705822,"male"
7.86783726316433,8.55072807854536,7.3582184815541,7.08526728842315,9.12863290435845,-0.004663569,3.25633044322713,2.26691099006942,3.02734023696588,"male"
7.91563845206306,8.56223586632051,7.24999407130126,6.85791902785448,9.1852629248465,-0.17063506,3.22812067539689,2.36564217701711,3.04568932807056,"male"
7.77666362729857,8.48327162574717,7.34255968304146,6.87702180708626,9.04201139680354,-0.21984927,3.28837664788539,2.29108318232436,3.19506780990595,"male"
