"meanfreq","sd","median","Q25","Q75","skew","kurt","sp.ent","sfm","meanfun","meandom","mindom","maxdom","gender"
7.70839072992346,8.3581549267821,7.53096496346635,7.32914852477192,8.93137658459205,-0.19166243,-0.126690615613286,3.21824730044124,2.1224186478652,3.14742562232916,-1.92324981477843,-9.82368968714171,6.32605827303801,"male"
7.86506656486231,8.50865288660895,7.54599104871071,6.95209077392459,9.06371891130676,-0.128973,-1.32373046326829,3.21072362297892,2.15412025047936,2.59746301312163,-3.71513916195692,-12.3695306982191,2.99548884953695,"male"
8.02715160862727,8.46060781335992,8.02618702487016,7.31021280217092,9.1516684062354,-0.1788618,-0.467871535773238,3.21913787484966,2.45374815401644,3.03932476270731,-3.54907855597582,-9.92369250475413,3.99443488596717,"male"
7.52162848964726,8.29749633093304,7.46491422277466,7.20436220617109,8.8539128117213,0.03352837,0.194187979812413,3.17379647573422,2.083245789485,2.69812726454048,-3.50392104354326,-12.7954538610527,3.71752967373499,"male"
7.66821740409666,8.47019453553709,7.04004581456189,6.70041420817136,9.10678186505824,-0.022508359,-0.114980528849658,3.13832514789431,2.06015466851457,2.40249766552227,-2.42121109634788,-9.81541242819305,5.43910952660799,"male"
8.25994875821657,8.48883923026208,8.21243209927947,7.78287687275534,9.25280144487326,-0.19462226,-0.503719267169967,3.35863661594171,2.40721692606171,3.70390689933451,-3.71589272936012,-9.58494895229181,3.08815797742318,"male"
7.63731524376556,8.47302658909245,7.07649425879655,6.88030586741097,8.95460971937292,0.41187745,0.268933715217567,3.16901161101923,2.31501840065061,2.66883795191311,-3.62625577762176,-10.2744362840122,3.42785096592774,"male"
7.98901277396336,8.647988724989,7.28893076828702,6.89405009046592,9.19926992002154,-0.097743094,-0.776887375522411,3.27031724902123,2.2653764005767,2.76293571905536,-2.63822273798376,-13.2028743280198,5.48493042869997,"male"
7.63764799658816,8.36929321186123,7.49756328847898,6.97626888897498,8.98566723894807,-0.016312126,-1.09704584618,3.2146657919636,2.11516597179155,3.05254894845228,-2.44840164005221,-13.5727840113144,5.04939979142468,"male"
7.496988397266,8.34638036242508,7.06255077943931,6.81394905466958,8.99573720999477,-0.13974759,-1.56010570472063,3.20131250888189,2.10799464683179,3.10739103853414,-2.27005807889579,-8.27896660316018,5.43722801123325,"male"
7.75727677953375,8.41928397905095,7.52591713339511,7.24998363162136,8.95696596339203,-0.13192591,-0.552598938703611,3.21974542353409,2.40780393894204,2.75297793154178,-2.75295912952106,-11.3630579734832,3.34861655209536,"male"
7.47272249388448,8.57019591789186,6.41109999667872,6.25185372776555,8.86025741024523,-0.07915925,-0.941477881727924,3.2201232347483,2.1388009388313,2.60147587500038,-2.74611205519211,-10.6058689979857,4.1304322920054,"male"
8.18114929904253,8.57563197190354,8.00285196181019,7.25390355141533,9.29326019831006,-0.029790346,-0.181180256325175,3.30100358934201,2.33752169652376,3.30975343168342,-3.16311595798374,-12.2596729147284,4.38371684667784,"male"
7.9107123950094,8.68019189180555,6.90963511099028,6.47250316009484,9.24381924767029,-0.16575308,-0.570240051079951,3.29567832930069,2.45235115961469,2.99840544743887,-2.60363370088678,-11.0348823640539,5.06914044615343,"male"
7.41347577372395,8.33255298062046,7.16565072699287,6.82567049184956,8.8659985895463,-0.10820617,-0.193539689408256,3.13464496406558,1.93492233393767,2.14638977431666,-1.97747335747743,-14.142197041631,6.78201729317484,"male"
7.25681989771773,8.29327569068042,6.86615131213453,6.71001767114317,8.84278783812674,-0.093329504,-1.46315128047688,3.17011300892183,1.93465730201663,2.78058386325142,-2.44033577431139,-8.38840322159245,6.02274772194099,"male"
7.47547964620998,8.38184831542431,7.13088251016317,6.87585131700187,8.84694902340344,0.0013752461,-1.08497035541915,3.15657245528771,2.13501013560439,2.21170281554491,-3.38326895075179,-7.42519103494773,4.71481442974772,"male"
7.97169951539148,8.51304753002466,7.78776577027302,7.03211989731785,9.15172966524572,0.025757153,0.381887187351279,3.27228327661715,2.28576005885687,3.11044562476853,-2.89356050655555,-10.8439693428,5.09694421581359,"male"
7.56194050490793,8.33399513861186,7.19586166140171,6.91236439068869,8.99645743351634,-0.076769665,-0.56205330627096,3.21535560328743,2.03765278187177,3.21650140817065,-2.29991112124517,-9.38432870671308,5.62529543139692,"male"
8.11701020829081,8.50738276617582,8.12047472962755,7.39622179042703,9.18057885919024,0.34788063,1.03873499378333,3.19795674513185,2.32580362479354,2.49345186852079,-3.01629279998317,-11.4560890918687,4.55961978721738,"male"
8.13078702237199,8.72135484094693,7.39832925545756,6.86565997414627,9.36847314132189,-0.26657233,0.234128515066954,3.41140969237052,2.8331035665699,3.35423941299698,-3.91107480511218,-11.7813389742813,2.41925938678133,"male"
7.88320818028093,8.59871885435249,7.18342524407957,6.6522320819608,9.17267754868208,-0.107822,-0.757503702260419,3.26164767081767,2.24133898969463,2.81086800681128,-2.61468582223218,-10.7501047512927,4.53709987693775,"male"
8.01325413405895,8.57191032776174,7.52444923944302,7.12038487183498,9.24002659328404,-0.08984459,-0.594241291256042,3.28434758003174,2.40193728485685,3.11840250295595,-3.46236166594519,-12.0711762599326,2.87308057894566,"male"
7.30900752543732,8.30301379177101,7.05657899570136,6.7576109961511,8.82169789656405,-0.12847997,-1.23785186659933,3.17206949238951,2.45437627974063,2.73708559778254,-3.2905277194973,-11.239817201443,3.27780973643923,"male"
8.01017404713958,8.67602494362283,7.20193651106842,6.94874452351533,9.29139251461416,-0.16184363,-0.308160395979251,3.26361369770572,2.39688653938365,2.92968397327325,-2.08171099494189,-8.67961883114799,5.82189465284295,"male"
7.97605027449385,8.51805987573686,7.97166424636734,7.01291038354455,9.16225661624155,-0.15618274,-0.181257403206282,3.24348932628028,2.2724726179781,2.78996162317932,-3.27618793287143,-10.5304076883172,4.77509560401768,"male"
7.89544974986529,8.41814557408518,7.70876983041109,7.44320723021486,9.01913438121908,-0.15958653,-0.223715614911392,3.2432863681209,2.43841316912749,2.82415992644432,-2.61254331337343,-11.9031055613287,5.60852443231999,"male"
8.28388136800139,8.57443032215793,8.23983128241122,7.57710575051024,9.292385172585,-0.09374563,-0.767515466592385,3.25047212013237,2.18476296112445,3.03905130787382,-2.72827951591656,-7.94559363933352,6.85212891364935,"male"
7.34772093932932,8.3072163522567,7.14871886610522,6.80979343662605,8.84396846408418,-0.10124447,-0.491181734558231,3.13983597535128,2.0130966109671,2.22821625758769,-3.49408662130837,-8.16530732180946,3.65896713068542,"male"
8.16642221329317,8.59603505528846,7.74178746669602,7.37310289831666,9.20263704741245,-0.16885136,-1.43188933235936,3.28128733360581,2.44795133929523,2.91305145161506,-3.52167478386627,-12.8949286463857,3.54669779547712,"male"
7.92242507680866,8.52287141972136,7.29011476290076,6.99966513879083,9.20081141533243,-0.23956089,-0.523334940031235,3.27934374846471,2.47019925058705,3.46731933600742,-3.49857223443757,-13.8596077016017,3.57221616458811,"male"
7.6218929594695,8.4643074718978,7.03420800183514,6.80741790398058,8.98873222881936,-0.10273479,-0.802939345931956,3.2382620729323,2.30835192341571,3.07091641286063,-3.47638426794215,-11.8735400878341,3.10354903973102,"male"
7.86472604330041,8.47701292844224,7.4682414879912,6.99689076179421,9.13093324561138,-0.12800108,-0.268126639104201,3.21414235865156,2.25818649659782,3.07785676665393,-2.69249407745346,-9.64526222628379,5.11543102833643,"male"
8.02384723753089,8.52918666136129,7.88015371734099,7.35292117729584,9.07931866174831,-0.019574005,-0.387685555259541,3.23596424948932,2.10902948944363,2.65004524080761,-3.92956629295568,-12.7291328744518,2.58760455908626,"male"
7.66375917661468,8.45980108438981,6.90739821524247,6.77658201806396,9.05805175742882,-0.012794961,-0.940062904199665,3.22734328692849,2.44472944900568,2.77500068611488,-3.39506661328703,-13.290669727643,3.31359922223466,"male"
7.59935671549506,8.43630113314658,7.23067227127904,6.80465958556601,8.909833208505,-0.10912995,-0.173503510297199,3.17382708101431,2.04570776390835,2.33736297058399,-2.90651424966808,-8.51314883087897,4.58722217899934,"male"
7.95750101056295,8.47799795633839,7.91052182779257,6.94435891673291,9.15634458704316,-0.34888095,0.725756616146395,3.24177173903922,2.40097327129511,3.34461016936142,-2.63048260784491,-12.905904639753,4.94451373251761,"male"
7.72855503070857,8.46356063677584,7.49953711919928,7.00798090362352,8.90011830505496,-0.024076378,0.268941334201809,3.22329028441163,2.12340734666918,2.61209986310701,-2.23262628817094,-8.75515638822748,6.32425661611714,"male"
7.59233143301121,8.50526136950568,6.95579277901859,6.7397460938102,8.92742290408071,-0.26041228,-0.781673916034599,3.15465255801204,2.36947458805664,2.52050084313718,-3.05857148200821,-14.9948809001047,5.46894620792635,"male"
8.00317317099361,8.59357441634328,7.73487183123977,7.00415150518815,9.10222568930213,-0.21692762,-0.120854598078172,3.28646723111587,2.57425253730641,3.4334152667664,-3.2371293361644,-12.7455511023851,4.74630375421873,"male"
7.8876900695816,8.66277837186843,6.96074964073387,6.8235644949231,9.07475114918507,-0.19113381,-0.974273206924001,3.3095355198684,2.63808245939828,3.26835203936557,-3.19220950278789,-10.1928438256801,3.28089744057807,"male"
8.02359845949527,8.58946469829942,7.54328817710395,7.10665072689712,9.20677866662747,-0.13314182,-0.815094025350556,3.24751794001308,2.38829105372674,3.06836823425883,-2.23256931818446,-12.9287953004706,5.99043856755824,"male"
7.9369736157413,8.65636308030144,7.05985651728091,6.8904278219232,9.10217648610095,-0.30173308,-0.717529959153827,3.29093816439588,2.638727627203,3.26121911922483,-3.34092275991213,-10.4334236232104,3.11830467561996,"male"
7.87170334313772,8.4900848994204,7.47723992344754,7.16593626727665,9.07919992447727,-0.13872676,-0.44267018282614,3.25553057034347,2.43536735030393,2.96265319390028,-2.7451172231141,-12.9076423965637,3.89784825419341,"male"
7.83170401336099,8.51569635171043,7.19198482331178,6.81403526020136,9.16469567313974,-0.23618793,-1.14463031232206,3.22259992640452,2.50034890646919,2.98193310140454,-3.53572165560167,-11.667351582727,3.88498999272483,"male"
7.35963732468556,8.26228863977629,7.20154493710304,6.95610339308088,8.85529197591951,-0.16740087,-0.654812513675903,3.16651514395522,1.94113845572945,2.60274198037328,-3.41537361126087,-12.1892536806173,3.55953598295064,"male"
7.45092566525615,8.22989937425028,7.45439107584659,7.14645008034019,8.85527798431229,-0.07399524,-0.363217010955834,3.15754314128249,2.04559423282523,2.43801593053037,-3.49644163963937,-7.7725174566445,3.15940726878696,"male"
7.95004769625294,8.55190962165485,7.43056569732926,7.00574622595348,9.15780689835786,-0.12229198,-1.18026923775354,3.25427937497414,2.46484433646557,2.8214018028133,-3.37044823961254,-7.11562063852604,3.58309569627743,"male"
8.1675260638448,8.67350071501138,7.87920972549478,6.90747994108014,9.33362018375131,-0.013795364,-0.828644183731771,3.28284289781149,2.25397912590748,2.81989832663559,-2.72996289001343,-10.680667728054,4.16819341028239,"male"
8.04591037636108,8.62385207582844,7.35742258228991,6.92691230576628,9.28878235301632,-0.1965522,-0.409945319283004,3.32658382762559,2.5229607312949,3.46022273317043,-2.72505237233848,-11.2152432114227,4.04875844684743,"male"
8.04131699233741,8.5763268199014,7.47591571436241,7.17298435902094,9.23079974435241,-0.09203522,-0.672300471056356,3.30752741087543,2.39721733207454,3.12850011850016,-3.60657666849555,-11.6587392931199,3.17506532611988,"male"
8.27558727974672,8.65383294308346,7.81251850371421,7.42075397990473,9.35727578425233,-0.093392625,-1.00581042022998,3.25572750204746,2.60584366824554,2.76227029489741,-4.46046768568451,-11.8372489770961,1.6290676791642,"male"
8.10235836426724,8.65919375663922,7.47524478766213,6.95312967318878,9.37958930312369,-0.21287093,-0.536964726185201,3.33090852418721,2.67336774961765,3.64974468126768,-3.88273972657658,-12.2087213502535,2.26199552257717,"male"
7.82921144699091,8.40783804115213,7.86678130984165,7.13490017423159,9.00374288886607,-0.16126408,-0.0449577223650878,3.16853255094346,2.38580308132959,2.43601748071774,-3.60603987364578,-13.2930279812455,3.89434486100964,"male"
7.91219138462846,8.49263925570978,7.5117523425322,7.01365581880067,9.18484526622429,-0.10955473,-0.50517329498311,3.26203721424264,2.40252197717176,3.38500034839248,-3.37483192515328,-10.444982337097,3.31231547565923,"male"
7.680728374487,8.45299575343653,7.33927694713008,6.658164949303,8.99136940331856,-0.07145949,-0.565760347133352,3.18006974257743,2.02541447366268,2.3784947019394,-3.781349147921,-9.324944635287,3.67904911041349,"male"
7.57610871933849,8.4141768150048,7.28971351955965,7.12123177451701,8.85060086563066,-0.034318935,-1.16370081927316,3.18172099617178,1.96256034594514,2.71170132762035,-2.32318405227839,-15.3411131024235,5.80049143675789,"male"
7.72876646658269,8.44973439976972,7.2490901026128,6.98746618392293,9.08191042482316,-0.15897723,-0.329055357793789,3.2123850037135,2.29860416515052,2.96039210135296,-2.60138082737293,-10.6257059146439,5.40039183256412,"male"
7.98335428170124,8.59750053483988,7.30361163722504,6.94363914257863,9.26676276501927,-0.27083263,-0.295430279094594,3.2522026027836,2.49545399929031,3.0998178818627,-2.98237515832688,-12.5078552921262,4.83935042394608,"male"
7.74774695695825,8.49677258280894,7.41769168751342,7.13057709854624,8.92974839859723,-0.17821887,-0.537189192042228,3.21717309985538,2.5637038528223,3.01956900778983,-1.38989563793998,-13.234474516222,6.68837786129262,"male"
8.28578450276231,8.6163199877559,8.09325913746328,7.37240026380417,9.3437112392172,-0.2653932,0.437410703703869,3.35953849321705,2.65532709848173,3.73975924301988,-2.87972708399652,-10.7290612277738,4.19459330745965,"male"
8.09374167329033,8.56487760160787,7.58975293394223,7.26868567562476,9.28038100370395,-0.20926242,-0.420978886877635,3.26600525414872,2.38645418254542,3.03828152750245,-3.70296799315183,-11.1117529569009,2.51724829814134,"male"
8.16224909155944,8.49623834416953,8.41028334282842,7.01837073323304,9.20929822913392,-0.18520702,0.738549039472364,3.27992724793157,2.37818001335502,3.63559945068415,-2.62532381157252,-11.2129152473434,6.01872336368516,"male"
8.04416759261663,8.61274216088986,7.45876119382076,7.09305373374854,9.20390142638764,-0.11100872,-0.249379421614415,3.33921151144174,2.49327434392408,3.69730344743908,-1.98042659663729,-10.9142247972823,4.61943925404467,"male"
8.16571648463003,8.55695762211296,7.84588288140145,7.41525710504748,9.28192504185011,-0.06269668,-0.620695662426132,3.2781980917392,2.37917775824875,2.96707484395404,-3.58377161037497,-9.69182420733769,3.13553837794709,"male"
8.05525064813775,8.66158772587796,7.38784400722713,7.01775243877282,9.24218593622411,-0.024274105,-0.563732025529488,3.24656783998127,2.35822562514068,2.67042434349046,-2.8994236469091,-12.99641695306,4.51220892017754,"male"
7.67738560872826,8.47133713055268,7.02909314429353,6.73185789095742,9.05158843257141,0.010050985,-0.717143482630764,3.1273053902649,2.09598045525247,2.15683239783966,-2.38385599625777,-7.72631315446788,5.78228313437973,"male"
8.18261814998159,8.47705739890552,8.24183039083475,7.51232514802581,9.23795539309475,-0.05861122,-0.782550754754891,3.35706603061843,2.51057088912167,3.84073478020264,-3.85537867092656,-13.9548333167946,2.68642167808669,"male"
8.06836035114573,8.58658519657208,7.88660926994762,6.87630465236881,9.28354194776251,-0.17619762,-0.0572465589010811,3.21597039750702,2.48329012710272,2.83934445152248,-4.00192878534533,-13.980962608388,2.76029441828776,"male"
7.49510034639444,8.39928823332762,7.10233670880349,6.74496014663799,8.88632238028238,-0.17399074,-0.0943224377821284,3.20523017698498,2.27677114393166,2.87904490618383,-3.83767105946703,-7.69560825002643,3.28685949826838,"male"
7.64288354206023,8.43772623629872,7.28194276919776,6.72346851643568,8.9720686522895,-0.072073534,-0.907873397241658,3.19184234232609,2.20513907128955,2.36440767931732,-3.33387458397243,-13.0052098731946,3.90829595008617,"male"
8.01861878079555,8.57357061369499,7.57355623674037,7.15439752068908,9.21243012691651,-0.13889806,-0.814532702384516,3.31450187576333,2.3467790374695,3.21402560152859,-3.48661410351767,-10.0704774028987,3.20657544419349,"male"
7.79208427307622,8.46321163425447,7.29459847048084,7.05240620728726,9.09944253137076,-0.107546926,-0.688007590907318,3.26662272268589,2.14237986976232,3.32417669474725,-3.12402791098321,-13.0500473669983,4.89016157255149,"male"
7.57333854119587,8.384272081103,7.38938815070204,7.0048042189937,8.8597389184274,-0.04650026,-0.823407676974102,3.18066424384839,2.10494315192886,2.3457931059071,-3.70263738187266,-12.6479179089986,3.8244439933986,"male"
7.7212715706432,8.38140480798879,7.57079494278426,7.01901020840012,9.00659707535048,-0.022208076,-1.37758460143722,3.23481529768818,2.05761092526316,3.23192803299132,-2.09363426356163,-8.79974929081137,6.15060121471665,"male"
7.93514685923361,8.36409436486398,7.78816338089886,7.53648638424105,9.05317154044111,-0.031114984,-1.25236307446365,3.22447847198982,1.91422188916119,3.36488696548336,-2.12627976412762,-11.7910727384348,4.93313952042744,"male"
7.96563084727183,8.63453945614653,7.46926732502605,6.98910694498043,9.22347750077857,-0.23565479,-0.409991034679776,3.23778244218297,2.88087776644505,2.63585406176937,-3.21900185781002,-11.8624696078957,3.83294340247116,"male"
7.88647113784885,8.61206067324427,7.25818437817827,7.01730943900849,9.04622369617306,-0.09786509,-0.923350553875997,3.23288430431735,2.26997273429315,2.78898992172393,-2.2848318682109,-12.4903122235046,5.77875820914164,"male"
7.96965206051293,8.61901008385109,7.26200505457593,7.02416163411526,9.20706969915229,-0.23096743,-0.238181557466637,3.25635011331709,2.46115232081759,3.13261538040361,-2.30925825912236,-13.8428029295013,5.6423894189659,"male"
7.60957762127694,8.38920876304329,7.30726193740042,7.11345419355403,8.88936311569471,0.053486038,-0.981814778482459,3.18732570785737,1.99298752158273,2.77459608114611,-2.03793666997329,-13.5570637258558,4.62333620212136,"male"
7.95783474036684,8.4782955108823,8.02657821626957,7.03539728818342,9.15963843954179,-0.12906747,0.303357149000601,3.22872786764186,2.44757121968513,3.27931238194275,-2.4640678536179,-9.49250336924744,6.6904542163654,"male"
7.70039135090282,8.5087017812206,7.05922528329291,6.83723156492481,9.05571336038763,-0.09865365,-0.751569340826431,3.2253780180858,2.10688205694582,2.97916443169346,-2.22447055072955,-11.9849678109874,5.18147016801528,"male"
8.15929241073227,8.64491147310354,7.73077584480821,7.02139150627897,9.34607936356001,-0.3771624,0.271859807990646,3.38494614273227,2.65258116704047,3.75640554707369,-2.98303123432083,-11.5760338625555,4.35551885072883,"male"
8.04921250663789,8.47548134275987,7.88119512243075,7.32957531318319,9.19702835899601,-0.066783786,-0.517437886672325,3.27467840591971,2.00435970075649,3.33944714741501,-2.93255937195046,-11.1950204661959,4.29860013924234,"male"
7.37008025266545,8.37625424764661,6.7622082728471,6.53181326859462,8.90288219507649,-0.03641811,-0.975550357596783,3.09771660568968,2.11153029253796,2.22569756915545,-3.63402394993608,-9.93230686826523,3.54997764979647,"male"
8.11291647688861,8.42201917234162,8.09318884879503,7.59649360480955,9.19037467738525,-0.09920882,-0.665976080981926,3.33352829326817,2.42388372931878,3.78973852846987,-3.73729886102234,-12.1485783392195,2.97733305678607,"male"
7.4003345865713,8.38847788566211,7.12186623899138,6.75974548691498,8.84448857782813,0.11314197,-0.0429116033161418,3.16606596900676,2.10418201250995,2.77164371335951,-2.14855049990459,-7.66786730315416,6.22774050717959,"male"
8.31894076957199,8.65563144070483,8.39559748425619,7.18651055084489,9.36956179667601,-0.43239403,0.583751367362844,3.41103438277478,2.70336012522926,3.91887243444095,-3.10110634485925,-11.2413276535151,4.19792111781784,"male"
7.60576178387843,8.36920623012095,7.35313111853645,7.11260401607848,8.90675978525147,0.040293463,-1.6189111623085,3.20101524619277,1.9863485313343,2.91476633149738,-2.22648043696951,-14.0066797801704,5.50291547906246,"male"
7.55667508997507,8.40177349587029,7.2325605779377,6.94331603341932,8.87033490283378,-0.08029562,-0.665117488559377,3.18263868954551,2.07475469267775,2.34348247667247,-3.63930156218826,-11.6723459056287,3.55679634357019,"male"
7.65606863463608,8.43707470920522,7.18090570159642,6.93559752139886,8.98666839356897,0.30703026,0.455814563886822,3.18995719860762,2.25383386464628,2.77541659503582,-3.39990930159359,-10.8216099609059,3.93931967089797,"male"
8.30865520761622,8.70579233619199,8.59337411352382,6.72407596885816,9.36609530715456,-0.013004023,-0.0664044742791659,3.28937642978617,2.39257601654547,2.80778120072744,-2.87602499266774,-9.98303824793422,5.66826251862169,"male"
7.99161335762408,8.63824873324514,7.21012840746886,6.75734329318706,9.28334262447575,-0.24734035,-0.446574206338746,3.26839370459536,2.56727717040371,3.11023589335506,-3.33208556524943,-10.9389043903319,4.07119440462425,"male"
8.23009212348197,8.58064139962864,8.08516762663253,7.41407860258846,9.33617208550471,-0.2949745,-0.210076843787271,3.38066505686816,2.59048477900042,3.75288119058339,-2.2717071611866,-9.88065041637553,5.96048636857848,"male"
8.23280658959799,8.67134021409395,7.61350945635091,7.24427644297782,9.36224819276018,-0.05878935,-0.987327628457796,3.26304301634662,2.63849175593618,2.83074765969456,-4.41861360956265,-14.2597971005481,1.69036960742955,"male"
7.75088344397383,8.42153049948681,7.45757778316042,7.22172873409055,8.98979080337788,-0.04877729,-0.634001317450779,3.22390417044465,2.0741855556382,3.21143081946474,-1.75238665225853,-7.31048642776527,5.94498883676744,"male"
7.86110215224427,8.60407640019267,7.00973760497725,6.65620986116806,9.11233821705599,-0.16729788,-0.367395316626599,3.23520173894713,2.20474577257846,2.65666581484662,-2.89392752013251,-14.5543093560878,4.2268609147669,"male"
7.78884547793863,8.58361238048872,7.02393543070616,6.81460359794233,9.12773753580184,-0.16512235,-1.07069051105742,3.22398901376527,2.33053261272251,2.52772153717743,-3.03485390201632,-10.6690103051833,4.32806912364274,"male"
7.64251900232525,8.5414342874542,6.83218881297392,6.61028539513685,8.99439773175786,-0.06407456,-1.44249009495555,3.23822172801191,2.31690506718213,2.8851294297631,-2.97676012826745,-12.1805210848682,3.6160384202786,"male"
8.21474844494012,8.61291881218574,7.93310559651109,7.30008219105673,9.31355283722474,-0.052534945,-0.579179485177661,3.28545419098824,2.20075506654305,3.12051025410719,-2.73703324092675,-12.3442879964946,4.46642919085959,"male"
7.99725234999296,8.48406965425014,7.58321678591746,7.30220217558884,9.17655977850201,-0.03892292,-0.499856373243926,3.33217224104536,2.41810249264434,3.65740168683616,-3.65198856828643,-13.831617785668,2.4833101069351,"male"
7.39506368810686,8.32368200759875,7.27229408157429,6.85643124728009,8.83611831686555,-0.06478722,-0.61030918335098,3.14470803979163,2.03613089697558,2.20039216633603,-3.58430865019636,-7.27712358673716,3.82377421812537,"male"
7.94547961949981,8.44310754516714,7.78641209567294,7.59573206606464,8.98327222951897,-0.20037107,-0.817756663478626,3.23897277546447,2.44159279245278,3.06965843632425,-2.22904805522092,-12.9233404023245,5.32048521494486,"male"
8.04119885365566,8.68123715945138,7.22354393466715,6.94387744659754,9.20320759409012,-0.28660965,-0.344764442124337,3.31655381590153,2.66441796187419,3.34428266753678,-3.43493794629695,-10.2362018032401,3.17131134234164,"male"
8.21904731043752,8.65243533487173,7.78088678714255,7.20422564599822,9.37971008120246,-0.30210626,0.129581426770644,3.39423410926796,2.70684296588357,3.75804323099573,-3.57904848583637,-9.03939026743357,3.12201108562316,"male"
7.83997880706447,8.50386115343156,7.41896161026982,6.91877711477671,9.11532054001684,-0.3449401,0.0313916845927649,3.23539456122364,2.30491349221803,3.13062193081931,-2.28070873501147,-11.1265383907395,5.02013692530865,"male"
7.6088369480685,8.33492432123432,7.49502180863737,7.14255447854614,8.91704606033039,-0.23634973,-0.396354392009074,3.2021518659321,2.39375250478773,2.94255773705541,-2.54014810687005,-13.1534528865802,4.51375658612704,"male"
7.50774540010958,8.3448924342796,7.30376966940968,7.06477013884118,8.85389043129375,-0.09971521,-1.00631400005777,3.18433732099856,2.03231928228175,2.74693188243172,-2.10571698548687,-6.86978582910157,5.44664563669251,"male"
7.77344367770004,8.51022124377309,7.29752309336868,6.94212501437605,9.04982420032527,-0.07746512,0.0336485346695781,3.20377449517347,2.38595242040721,2.96065054298246,-1.66459275828695,-16.4262867361377,6.66748206970806,"male"
8.32371996525088,8.65976703755145,8.11124096468506,7.30819806297435,9.42264867341185,-0.18294902,0.192103556648572,3.38045992941994,2.61611117974956,3.8760742424032,-2.35937282260471,-15.6836133759397,4.88243070701747,"male"
7.72185150033312,8.41318955478157,7.43181826104614,7.1568814592382,8.94731394232571,0.060728062,-0.966224571791446,3.20084745630267,2.04032685037679,2.90566401086469,-2.26622124525895,-7.10639952907234,5.46624170468786,"male"
8.33086168551204,8.6404549867775,8.45805645964222,7.19936537663185,9.38272165419974,-0.29945454,-0.196423690103554,3.33451251520457,2.58351891324487,3.4274414080737,-3.88594676512637,-11.2800543006719,2.96431650480567,"male"
7.79985597695209,8.46101736526709,7.49448966821413,7.07151759016043,9.04061342111389,-0.017913286,-1.72513853656519,3.19895465555903,1.99560956105865,2.77145545533535,-1.81927421178374,-5.7857634345275,5.61561775542756,"male"
7.67081035226938,8.37139549144847,7.30583189259701,7.05002312244114,9.02374401121343,0.0014201805,-0.442091447960104,3.2348030908707,2.44313762652347,3.0872600819289,-3.31008642444662,-12.4752706066048,3.54558201980256,"male"
7.98712881734555,8.53182622445431,8.05538967317317,6.72790813829405,9.19174590136471,-0.07757391,0.173800438296737,3.16782241683627,2.24060003089621,2.39114658792982,-3.33477683576972,-12.6727174419757,4.06964957028905,"male"
7.94998897907928,8.5035721649957,7.53242857835636,7.23861077118567,9.13231468790884,-0.3713488,-0.562909581522652,3.29307285068875,2.25898375892452,3.29663961778696,-2.40578423499254,-13.3647222410179,4.94978579490032,"male"
